PharmGKB Accession Id;Drug;ATC Identifiers;Type;Clin_Var_Pathway
PA164713260;SENSORY ORGANS;S;Drug Class;131:635:0
PA166104277;SERGLIFLOZIN;;Drug;0:0:0
PA164749110;SERMORELIN;H01AC04, V04CD03;Drug;0:0:0
PA164713261;SEROTONIN (5HT3) ANTAGONISTS;A04AA;Drug Class;17:66:0
PA164713262;SEROTONIN ANTAGONISTS;C02KD;Drug Class;0:0:0
PA164713263;SEROTONIN ANTAGONISTS AND DIURETICS;C02LN;Drug Class;0:0:0
PA164748328;SERTACONAZOLE;D01AC14, G01AF19;Drug;0:0:0
PA164784002;SERTINDOLE;N05AE03;Drug;0:0:0
PA451333;SERTRALINE;N06AB06;Drug;22:136:2
PA164781197;SEVELAMER;V03AE02;Drug;0:0:0
PA451341;SEVOFLURANE;N01AB08;Drug;60:48:1
PA164713264;SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM;G03;Drug Class;15:75:0
PA164713265;SHORT-ACTING SULFONAMIDES;J01EB;Drug Class;0:30:0
PA451355;SILICONE PRODUCTS;D02AA;Drug Class;0:0:0
PA165291889;SILODOSIN;G04CA04;Drug;0:0:0
PA166198582;SILTUXIMAB;;Drug;0:0:0
PA164713266;SILVER COMPOUNDS;D08AL;Drug Class;0:0:0
PA451357;SILVER NITRATE;;Drug;0:0:0
PA164744951;SILVER SULFADIAZINE;D06BA01;Drug;0:0:0
PA166327061;SILYMARIN;A05BA03;Drug;0:0:0
PA451363;SIMVASTATIN;C10AA01;Drug;55:209:1
PA166248861;SIMVASTATIN / SITAGLIPTIN;A10BH51;Drug;0:0:0
PA166316261;SINTILIMAB;;Drug;0:0:0
PA166203961;SIRUKUMAB;L04AC15;Drug;0:0:0
PA166115581;SITAMAQUINE;;Drug;0:1:0
PA165958361;SITAXENTAN;C02KX03;Drug;0:0:0
PA162168179;SJG-136;;Drug;0:0:0
PA164713267;SKELETON;V09B;Drug Class;0:0:0
PA166178554;(S)-METHADONE;;Drug;0:11:1
PA166363761;SOCAZOLIMAB;;Drug;0:0:0
PA451369;SODIUM ACETATE;;Drug;0:0:0
PA166163262;SODIUM ASCORBATE;;Drug;0:0:0
PA451374;SODIUM BENZOATE;A16AX11;Drug;0:0:0
PA166176020;SODIUM BENZOATE / SODIUM PHENYLACETATE;A16AX30;Drug;0:0:0
PA451375;SODIUM BICARBONATE;B05CB04, B05XA02;Drug;0:0:0
PA451377;SODIUM BISULFITE;;Drug;0:0:0
PA451379;SODIUM CARBONATE;;Drug;0:0:0
PA451382;SODIUM CHLORIDE;;Drug;0:0:0
PA451384;SODIUM CITRATE;;Drug;0:0:0
PA166184492;SODIUM FERULATE;;Drug;0:0:0
PA451388;SODIUM FLUORIDE;;Drug, Small Molecule;0:0:0
PA451398;SODIUM LAURYL SULFATE;;Drug;0:0:0
PA166279461;SODIUM NITRATE;;Drug;0:0:0
PA166115361;SODIUM NITRITE;V03AB08;Drug;0:0:0
PA166236501;SODIUM OXYBATE;N01AX11;Drug;0:0:0
PA166114316;SODIUM PHENYLBUTYRATE;A16AX03;Drug;0:0:0
PA451414;SODIUM PHOSPHATE;;Drug;0:0:0
PA451429;SODIUM SELENITE;;Drug;0:0:0
PA164743129;SODIUM STIBOGLUCONATE;P01CB02;Drug;0:0:0
PA451434;SODIUM SUCCINATE;;Drug;0:0:0
PA451435;SODIUM SULFATE;;Drug;0:0:0
PA164746759;SODIUM TETRADECYL SULFATE;C05BB04;Drug;0:0:0
PA166182732;SODIUM VALPROATE;;Drug;0:0:0
PA166163416;SOFOSBUVIR / VELPATASVIR;J05AP55;Drug;0:0:0
PA166177517;SOFOSBUVIR / VELPATASVIR / VOXILAPREVIR;J05AP56;Drug;0:0:0
PA450787;SOFT PARAFFIN DRESSINGS;A06AA, D02AC, D09AX;Drug Class;0:0:0
PA166289881;SOLANIDINE;;Drug;0:2:0
PA164783810;SOLIFENACIN;G04BD08;Drug;0:0:0
PA166165147;SOLITHROMYCIN;;Drug;0:1:0
PA164713268;SOLUTIONS AFFECTING THE ELECTROLYTE BALANCE;B05BB;Drug Class;0:0:0
PA164713269;SOLUTIONS FOR PARENTERAL NUTRITION;B05BA;Drug Class;0:0:0
PA164713270;SOLUTIONS PRODUCING OSMOTIC DIURESIS;B05BC;Drug Class;0:0:0
PA164713271;SOLVENTS AND DILUTING AGENTS, INCL. IRRIGATING SOLUTIONS;V07AB;Drug Class;0:0:0
PA166178990;SOMATOSTATIN;;Drug, Biological Intermediate;0:0:0
PA164713272;SOMATROPIN AND SOMATROPIN AGONISTS;H01AC;Drug Class;3:3:0
PA166331541;SORIVUDINE;;Drug;0:0:0
PA166255841;SOTROVIMAB;J06BD05;Drug;0:0:0
PA451472;SPARFLOXACIN;J01MA09;Drug;0:0:0
PA164713273;SPECIFIC ANTIRHEUMATIC AGENTS;M01C;Drug Class;0:0:0
PA164713274;SPECIFIC IMMUNOGLOBULINS;J06BB;Drug Class;0:0:0
PA164781342;SPECTINOMYCIN;J01XX04;Drug;0:0:0
PA164781199;SPERMINE;;Drug;0:0:0
PA164776913;SPIRAPRIL;C09AA11;Drug;0:0:0
PA152408000;SR144528;;Drug;0:0:0
PA165958391;STANOZOLOL;A14AA02;Drug;0:0:0
PA451492;STARCH;;Drug;0:0:0
PA165109623;STAUROSPORINE;;Drug;0:0:0
PA164748630;STEPRONIN;R05CB11;Drug;0:0:0
PA164713275;STEROID ANTIBACTERIALS;J01XC;Drug Class;0:0:0
PA166175778;STIRIPENTOL;;Drug;0:0:0
PA164924486;ST. JOHN'S WORT;;Drug;0:0:0
PA164713276;STOMATOLOGICAL PREPARATIONS;A01, A01A;Drug Class;97:359:0
PA164713278;STOMI EQUIPMENT;V07AS;Drug Class;0:0:0
PA164713279;STREPTOGRAMINS;J01FG;Drug Class;0:0:0
PA164754919;STREPTOKINASE;B01AD01;Drug;0:0:0
PA451512;STREPTOMYCIN;A07AA04, J01GA01;Drug;8:66:1
PA164713280;STREPTOMYCINS;J01GA;Drug Class;8:66:0
PA451514;STREPTOZOCIN;L01AD04;Drug;0:0:0
PA166302961;STRONTIUM RANELATE;;Drug;0:0:0
PA164713281;STROPHANTUS GLYCOSIDES;C01AC;Drug Class;0:0:0
PA164713282;SUBSTITUTED ALKYLAMINES;R06AB;Drug Class;0:0:0
PA164713283;SUBSTITUTED ETHYLENE DIAMINES;R06AC;Drug Class;0:0:0
PA451521;SUCCIMER;;Drug;0:0:0
PA164713284;SUCCINIMIDE DERIVATIVES;N03AD;Drug Class;1:3:0
PA451522;SUCCINYLCHOLINE;M03AB01;Drug;59:88:1
PA451524;SUCRALFATE;A02BX02;Drug;0:0:0
PA451525;SUCROSE;;Drug, Biological Intermediate;0:0:0
PA451529;SUGAR;;Drug;0:0:0
PA451536;SULFACETAMIDE;D10AF06, S01AB04;Drug;0:0:0
PA164754808;SULFACYTINE;;Drug;0:0:0
PA451539;SULFADIAZINE;J01EC02;Drug;0:0:0
PA165958357;SULFADIMETHOXINE;J01ED01;Drug;0:0:0
PA164776842;SULFAMERAZINE;D06BA06, J01ED07;Drug;0:0:0
PA451542;SULFAMETHAZINE;J01EB03;Drug;0:18:0
PA164781307;SULFAMETHIZOLE;B05CA04, D06BA04, J01EB02, S01AB01;Drug;0:0:0
PA10715;SULFAMETHOXAZOLE / TRIMETHOPRIM;J01EE01;Drug;9:53:0
PA165958417;SULFAMOXOLE;J01EC03;Drug;0:0:0
PA451545;SULFANILAMIDE;D06BA05, J01EB06;Drug;0:2:0
PA130231310;SULFAPHENAZOLE;J01ED08;Drug;0:0:0
PA164779050;SULFAPYRIDINE;J01EB04;Drug, Metabolite;0:10:1
PA165958356;SULFATHIAZOLE;D06BA02, J01EB07;Drug;0:0:0
PA164748964;SULFISOXAZOLE;J01EB05, S01AB02;Drug;0:0:0
PA166279942;SULFOCIPROFLOXACIN;;Drug, Metabolite;0:0:0
PA164713290;SULFONAMIDES AND CORTICOSTEROIDS;G01BE;Drug Class;0:0:0
PA164713291;SULFONAMIDES AND POTASSIUM IN COMBINATION;C03BB, C03CB;Drug Class;0:0:0
PA164713289;SULFONAMIDES AND TRIMETHOPRIM;J01E;Drug Class;12:106:0
PA164713293;SULFONAMIDES, COMBINATIONS WITH OTHER DRUGS;C03BK;Drug Class;0:0:0
PA164713288;SULFONAMIDES (HETEROCYCLIC);A10BC;Drug Class;0:0:0
PA10741;SULFONAMIDES, PLAIN;C03BA, C03CA;Drug Class;24:49:1
PA164713295;SULFONIUM DERIVATIVES;C02BA;Drug Class;0:0:0
PA164776911;SULFOXONE;;Drug;0:0:0
PA451558;SULFUR;;Drug;0:0:0
PA164713297;SULFUR-CONTAINING IMIDAZOLE DERIVATIVES;H03BB;Drug Class;2:8:0
PA164713296;SULFUR CONTAINING PRODUCTS;P03AA;Drug Class;5:13:0
PA164746343;SULODEXIDE;B01AB11;Drug;0:0:0
PA164745485;SULPIRIDE;N05AL01;Drug;0:0:0
PA166175792;SULTHIAME;;Drug;0:0:0
PA166330981;SUNOBINOP;;Drug;0:0:0
PA166361121;SUNVOZERTINIB;;Drug;0:0:0
PA164713298;SUPERPARAMAGNETIC CONTRAST MEDIA;V08CB;Drug Class;0:0:0
PA451569;SUPROFEN;M01AE07;Drug;0:0:0
PA10292;SURAMIN;;Drug;0:0:0
PA166399561;SURAXAVIR MARBOXIL;;Prodrug;0:0:0
PA164713299;SURGICAL AIDS;S01K;Drug Class;0:0:0
PA164713300;SURGICAL DRESSINGS;V20;Drug Class;0:0:0
PA166049191;SUXIBUZONE;;Drug;0:0:0
PA166364461;SUZETRIGINE;;Drug;0:0:0
PA164713305;SYMPATHOMIMETICS, COMBINATIONS EXCL. CORTICOSTEROIDS;R01AB;Drug Class;2:11:0
PA164713302;SYMPATHOMIMETICS EXCL. ANTIGLAUCOMA PREPARATIONS;S01FB;Drug Class;2:11:0
PA164713303;SYMPATHOMIMETICS IN GLAUCOMA THERAPY;S01EA;Drug Class;2:6:0
PA164713306;SYMPATHOMIMETICS, LABOUR REPRESSANTS;G02CA;Drug Class;1:18:0
PA164713307;SYMPATHOMIMETICS, PLAIN;R01AA;Drug Class;2:11:0
PA164713304;SYMPATHOMIMETICS USED AS DECONGESTANTS;S01GA;Drug Class;1:6:0
PA164713308;SYNTHETIC ANTICHOLINERGIC AGENTS IN COMBINATION WITH ANALGESICS;A03DA;Drug Class;0:0:0
PA164713309;SYNTHETIC ANTICHOLINERGIC AGENTS IN COMBINATION WITH PSYCHOLEPTICS;A03CA;Drug Class;0:0:0
PA164713310;SYNTHETIC ANTICHOLINERGICS, ESTERS WITH TERTIARY AMINO GROUP;A03AA;Drug Class;0:0:0
PA164713311;SYNTHETIC ANTICHOLINERGICS, QUATERNARY AMMONIUM COMPOUNDS;A03AB;Drug Class;0:0:0
PA164713312;SYNTHETIC ANTISPASMODICS, AMIDES WITH TERTIARY AMINES;A03AC;Drug Class;0:0:0
PA166238763;SYNTHETIC CONJUGATED ESTROGENS, A;;Drug;0:0:0
PA164713313;SYNTHETIC ESTROGENS, PLAIN;G03CB;Drug Class;0:0:0
PA164713314;SYSTEMIC HORMONAL PREPARATIONS, EXCL.;H;Drug Class;42:170:0
PA166182866;TAC;;Drug;0:0:0
PA451576;TACRINE;N06DA01;Drug;0:0:0
PA451578;TACROLIMUS;D11AH01, L04AD02;Drug;82:1108:2
PA10333;TADALAFIL;G04BE08;Drug;0:0:0
PA166184562;TAFAMIDIS;N07XX08;Drug;0:0:0
PA166334923;TAFASITAMAB;L01FX12;Drug;0:0:0
PA165958432;TAFLUPROST;S01EE05;Drug;0:0:0
PA164779051;TALBUTAL;N05CA07;Drug;0:0:0
PA165109542;TALOTREXIN;;Drug;0:0:0
PA164743464;TAMIBAROTENE;;Drug;0:0:0
PA451583;TAMSULOSIN;G04CA02;Drug;0:9:1
PA165291490;TANESPIMYCIN;;Drug;0:0:0
PA451585;TANNIC ACID;;Drug;0:0:0
PA165282096;TARIQUIDAR;;Drug;0:0:0
PA164713315;TARS;D05AA;Drug Class;0:0:0
PA166163227;TASELISIB;;Drug;0:0:0
PA164769057;TASOSARTAN;C09CA05;Drug;0:0:0
PA451590;TAURINE;;Drug;0:0:0
PA164746821;TAZAROTENE;D05AX05;Drug;0:0:0
PA164764504;TAZOBACTAM;J01CG02;Drug;0:0:0
PA164713316;TECHNETIUM (99MTC) COMPOUNDS;V09AA, V09BA, V09CA, V09DA, V09GA, V09HA, V09IA;Drug Class;0:0:0
PA164713323;TECHNETIUM (99MTC), INHALANTS;V09EA;Drug Class;0:0:0
PA10196;TECHNETIUM (99MTC) MERTIATIDE;;Drug;0:0:0
PA164713324;TECHNETIUM (99MTC), PARTICLES AND COLLOIDS;V09DB;Drug Class;0:0:0
PA164713325;TECHNETIUM (99MTC), PARTICLES FOR INJECTION;V09EB;Drug Class;0:0:0
PA10335;TECHNETIUM (99MTC) SULFUR COLLOID;;Drug;0:0:0
PA164713326;TECHNICAL DISINFECTANTS;V07AV;Drug Class;0:0:0
PA166295601;TECLISTAMAB;;Drug;0:0:0
PA452620;TEGAFUR;L01BC03, L01BC53;Prodrug;10:42:2
PA130413154;TEGASEROD;A06AX06;Drug;0:0:0
PA166413021;TEGILERIDINE;;Drug;0:0:0
PA166365823;TEGOPRAZAN;A02BC09;Drug;0:0:0
PA164746244;TEICOPLANIN;J01XA02;Drug;0:0:0
PA165958354;TELAPREVIR;J05AE11;Drug;3:34:0
PA165980595;TELATINIB;;Drug;0:0:0
PA164760861;TELBIVUDINE;J05AF11;Prodrug;0:3:1
PA166321022;TELCAGEPANT;;Drug;0:0:1
PA10202;TELITHROMYCIN;J01FA15;Drug;0:0:0
PA451608;TEMAZEPAM;N05CD07;Drug, Metabolite;0:0:1
PA164776757;TENECTEPLASE;B01AD11;Drug;0:0:0
PA166249401;TENELIGLIPTIN;;Drug;0:4:0
PA451611;TENIPOSIDE;L01CB02;Drug;0:1:0
PA166258723;TENOFOVIR ALAFENAMIDE;;Prodrug;0:1:0
PA131890625;TENOXICAM;M01AC02;Drug;1:3:0
PA451612;TERAZOSIN;G04CA03;Drug;0:0:0
PA451614;TERBINAFINE;D01AE15, D01BA02;Drug;0:2:0
PA164768834;TERCONAZOLE;G01AG02;Drug;0:0:0
PA451619;TERFENADINE;R06AX12;Drug;0:3:0
PA166256301;TERIFLUNOMIDE;;Drug, Metabolite;0:0:0
PA451620;TERIPARATIDE;H05AA02;Drug;0:0:0
PA164781020;TERLIPRESSIN;H01BA04;Drug;0:0:0
PA165817950;TERODILINE;;Drug;0:0:0
PA164713327;TERTIARY AMINES;N04AA;Drug Class;0:1:0
PA165980596;TERUTROBAN;;Drug;0:0:0
PA164743056;TESTOLACTONE;;Drug;0:0:0
PA164713328;TESTOSTERONE-5-ALPHA REDUCTASE INHIBITORS;G04CB;Drug Class;0:0:0
PA164751373;TESTOSTERONE PROPIONATE;;Drug;0:0:0
PA164713329;TESTS FOR ALLERGIC DISEASES;V04CL;Drug Class;0:0:0
PA164713330;TESTS FOR BILE DUCT PATENCY;V04CC;Drug Class;0:0:0
PA164713331;TESTS FOR DIABETES;V04CA;Drug Class;5:27:0
PA164713332;TESTS FOR FAT ABSORPTION;V04CB;Drug Class;0:0:0
PA164713333;TESTS FOR FERTILITY DISTURBANCES;V04CM;Drug Class;0:0:0
PA164713334;TESTS FOR GASTRIC SECRETION;V04CG;Drug Class;0:0:0
PA164713335;TESTS FOR LIVER FUNCTIONAL CAPACITY;V04CE;Drug Class;0:0:0
PA164713336;TESTS FOR PANCREATIC FUNCTION;V04CK;Drug Class;0:0:0
PA164713337;TESTS FOR PITUITARY FUNCTION;V04CD;Drug Class;0:0:0
PA164713338;TESTS FOR RENAL FUNCTION;V04CH;Drug Class;0:1:0
PA164713339;TESTS FOR THYREOIDEA FUNCTION;V04CJ;Drug Class;0:0:0
PA451632;TETANUS ANTITOXIN;;Drug;0:1:0
PA451636;TETANUS TOXOID;;Drug;0:0:0
PA451634;TETANUS VACCINES;J07AM;Drug Class;0:0:0
PA451638;TETRACAINE;C05AD02;Drug;0:0:0
PA451640;TETRACYCLINE;A01AB13, D06AA04, J01AA07, S01AA09, S02AA08, S03AA02;Drug;0:0:0
PA164713340;TETRACYCLINE AND DERIVATIVES;D06AA;Drug Class;0:0:0
PA164713341;TETRACYCLINES;J01A, J01AA;Drug Class;1:2:0
PA161990676;TETRAHYDROBIOPTERIN;A16AX07;Drug;0:0:0
PA164745110;TETRAHYDROFOLIC ACID;;Drug, Biological Intermediate;0:0:2
PA164713342;TETRAHYDROPYRIMIDINE DERIVATIVES;P02CC;Drug Class;0:0:0
PA166335621;TEZEPELUMAB;R03DX11;Drug;0:0:0
PA451646;THEOBROMINE;C03BD01, R03DA07;Drug, Metabolite;0:0:1
PA451647;THEOPHYLLINE;R03DA04;Drug, Metabolite;0:6:2
PA164713343;THERAPEUTIC RADIOPHARMACEUTICALS;V10;Drug Class;0:0:0
PA164746466;THIABENDAZOLE;D01AC06, P02CA02;Drug;0:0:0
PA451652;THIAMINE;;Drug;0:0:0
PA164746997;THIAMYLAL;;Drug;0:0:0
PA10432;THIAZIDE DERIVATIVES;C02DA;Drug Class;0:0:0
PA164713344;THIAZIDES AND POTASSIUM IN COMBINATION;C03AB;Drug Class;50:120:0
PA164713345;THIAZIDES, COMBINATIONS WITH OTHER DRUGS;C03AX;Drug Class;50:120:0
PA164713346;THIAZIDES, COMBINATIONS WITH PSYCHOLEPTICS AND/OR ANALGESICS;C03AH;Drug Class;0:0:0
PA164748882;THIETHYLPERAZINE;R06AD03;Drug;0:0:0
PA166313081;THIOACETAZONE;J04AK07;Drug;0:0:0
PA10209;THIOACETAZONE AND ISONIAZID;J04AM04;Drug;0:0:0
PA164713348;THIOCARBAMIDE DERIVATIVES;J04AD;Drug Class;0:0:0
PA451663;THIOGUANINE;L01BB03;Drug;15:45:1
PA451664;THIOPENTAL;N01AF03, N05CA19;Drug;0:0:0
PA164754875;THIOPROPERAZINE;N05AB08;Drug;0:0:0
PA164713349;THIOSEMICARBAZONES;J05AA;Drug Class;0:0:0
PA451669;THIOTHIXENE;N05AF04;Drug;0:0:0
PA164713350;THIOURACILS;H03BA;Drug Class;1:5:0
PA10499;THIOXANTHENE DERIVATIVES;N05AF;Drug Class;1:10:0
PA164713351;THIRD-GENERATION CEPHALOSPORINS;J01DD;Drug Class;3:10:0
PA164713353;THROAT PREPARATIONS;R02, R02A;Drug Class;26:91:0
PA164748387;THYMALFASIN;;Drug;0:0:0
PA164754910;THYROGLOBULIN;;Drug;0:0:0
PA164713354;THYROID;V09F;Drug Class;0:0:0
PA10500;THYROID HORMONES;H03AA;Drug Class;0:8:0
PA451680;THYROID PREPARATIONS;H03A;Drug Class;0:8:0
PA164713355;THYROID THERAPY;H03;Drug Class;3:21:0
PA10211;THYROTROPIN;H01AB;Drug Class;1:1:0
PA151070295;THYROXINE;;Drug;0:0:0
PA451682;TIAGABINE;N03AG06;Drug;0:0:0
PA164764503;TIAPROFENIC ACID;M01AE11;Drug;0:0:0
PA451684;TICARCILLIN;J01CA13;Drug;0:0:0
PA164746412;TIGECYCLINE;J01AA12;Drug;0:0:0
PA166363881;TIGILANOL TIGLATE;;Drug;0:0:0
PA152132897;TILARGININE;;Drug;0:0:0
PA166347781;TILDRAKIZUMAB;L04AC17;Drug;0:4:0
PA166212682;TILIDINE;N02AX01;Drug;0:6:0
PA166222901;TIMBETASIN;;Drug;0:0:0
PA10813;TINIDAZOLE;J01XD02, P01AB02;Drug;0:0:0
PA451694;TINZAPARIN;;Drug;0:0:0
PA164746156;TIOCONAZOLE;D01AC07, G01AF08;Drug;0:0:0
PA166184566;TIPIRACIL / TRIFLURIDINE;L01BC59;Drug;0:0:0
PA163522473;TIPRANAVIR;J05AE09;Drug;0:0:0
PA166182622;TIPRANAVIR / RITONAVIR;;Drug;0:0:0
PA451698;TIROFIBAN;B01AC17;Drug;0:0:1
PA166347543;TIRZEPATIDE;A10BX16;Drug;0:0:0
PA164713356;TISSUE ADHESIVES;V03AK;Drug Class;0:0:0
PA451701;TIZANIDINE;M03BX02;Drug;0:0:0
PA451704;TOBRAMYCIN;J01GB01, S01AA12;Drug;2:7:1
PA451706;TOCAINIDE;C01BB03;Drug;0:0:0
PA166211901;TOFACITINIB;;Drug;0:0:0
PA166313342;TOFERSEN;;Drug;0:0:0
PA165958428;TOFISOPAM;N05BA23;Drug;0:0:0
PA164774902;TOLAZAMIDE;A10BB05;Drug;0:0:0
PA451716;TOLAZOLINE;C04AB02, M02AX02;Drug;0:0:0
PA451720;TOLCAPONE;N04BX01;Drug;0:5:0
PA166049189;TOLFENAMIC ACID;;Drug;0:0:0
PA451721;TOLMETIN;M01AB03, M02AA21;Drug;0:0:0
PA164752438;TOLNAFTATE;D01AE18;Drug;0:0:0
PA166268821;TOLUIDINE BLUE;;Drug;0:0:0
PA164713357;TONICS;A13, A13A;Drug Class;0:0:0
PA164713360;TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN;M02, M02A;Drug Class;22:136:0
PA145007158;TORCETRAPIB;;Drug;0:0:0
PA451731;TOREMIFENE;L02BA02;Drug;0:1:1
PA166316101;TORIPALIMAB;;Drug;0:0:0
PA164748364;TOSITUMOMAB;;Drug;0:0:0
PA166413043;TPN171;;Drug;0:0:0
PA165958349;TRABECTEDIN;L01CX01;Drug;0:5:0
PA161660849;TRADIPITANT;;Drug;0:0:0
PA451735;TRAMADOL;N02AX02;Drug;38:144:1
PA164750514;TRANEXAMIC ACID;B02AA02;Drug;0:0:0
PA451741;TRANYLCYPROMINE;N06AF04;Drug;0:12:0
PA164781371;TRAVOPROST;S01EE04;Drug;0:0:0
PA451744;TRAZODONE;N06AX05;Drug;0:4:1
PA164768801;TREPROSTINIL;B01AC21;Drug;0:0:0
PA165107992;TRIADIMEFON;;Drug;0:0:0
PA451752;TRIAMTERENE;C03DB02;Drug;0:0:1
PA451753;TRIAZOLAM;N05CD05;Drug;0:0:1
PA164713361;TRIAZOLE DERIVATIVES;G01AG, J02AC;Drug Class;4:167:0
PA164752426;TRICHLORMETHIAZIDE;C03AA06;Drug;0:0:0
PA451755;TRICHLOROACETIC ACID;;Drug;0:0:0
PA151929741;TRICHOSTATIN A;;Drug;0:0:0
PA165958661;TRICIRIBINE;;Drug;0:0:0
PA164746229;TRIDIHEXETHYL;A03AB08;Drug;0:0:0
PA451773;TRIFLUPROMAZINE;N05AA05;Drug;0:0:0
PA165958430;TRIFLUSAL;;Drug;0:0:0
PA164747026;TRIHEXYPHENIDYL;N04AA01;Drug;0:1:0
PA164748507;TRILOSTANE;H02CA01;Drug;0:0:0
PA164744009;TRIMEPRAZINE;R06AD01;Drug;0:0:0
PA164744924;TRIMETHADIONE;N03AC02;Drug;0:0:0
PA451784;TRIMETHAPHAN;C02BA01;Drug;0:0:1
PA164764516;TRIMETHOBENZAMIDE;R06AA10;Drug;0:0:0
PA451788;TRIMETHOPRIM;J01EA01;Drug;0:5:0
PA164713363;TRIMETHOPRIM AND DERIVATIVES;J01EA;Drug Class;0:5:0
PA451790;TRIMETREXATE;P01AX07;Drug;0:0:0
PA451791;TRIMIPRAMINE;N06AA06;Drug;3:13:1
PA164747186;TRIOXSALEN;D05AD01, D05BA01;Drug;0:0:0
PA166220603;TRIPARANOL;;Drug;0:0:0
PA164764429;TRIPELENNAMINE;D04AA04, R06AC04;Drug;0:0:0
PA451797;TRIPROLIDINE;R06AX07;Drug;0:0:0
PA164749164;TRISALICYLATE-CHOLINE;;Drug;0:0:0
PA166313324;TROFINETIDE;;Drug;0:0:0
PA127840611;TROLEANDOMYCIN;J01FA08;Drug;0:0:0
PA451802;TROMETAMOL;;Drug;0:0:0
PA164749389;TROPICAMIDE;S01FA06;Drug;0:0:0
PA161925594;TROPISETRON;A04AA03;Drug;2:6:1
PA164748976;TROSPIUM;G04BD09;Drug;0:0:0
PA164749184;TROVAFLOXACIN;J01MA13;Drug;0:0:0
PA451806;TRYPSIN;;Drug;0:0:0
PA166185380;TUBASTATIN A;;Drug;0:0:0
PA152530738;TUBERCIDIN;;Drug;0:0:0
PA164713364;TUBERCULOSIS DIAGNOSTICS;V04CF;Drug Class;0:0:0
PA164713365;TUBERCULOSIS VACCINES;J07AN;Drug Class;0:0:0
PA451811;TUBOCURARINE;M03AA02;Drug;0:0:0
PA164713367;TUMOUR DETECTION;V09I;Drug Class;0:0:0
PA166363701;TUNODAFIL;;Drug;0:0:0
PA164743726;TYLOXAPOL;R05CA01;Drug;0:0:0
PA165958422;TYMAZOLINE;R01AA13;Drug;0:0:0
PA164713368;TYPHOID VACCINES;J07AP;Drug Class;0:0:0
PA164713369;TYPHUS (EXANTHEMATICUS) VACCINES;J07AR;Drug Class;0:0:0
PA164713370;TYROSINE HYDROXYLASE INHIBITORS;C02KB;Drug Class;0:0:0
PA166320901;UBROGEPANT;N02CD04;Drug;0:0:1
PA164776753;UDENAFIL;G04BE11;Drug;0:0:0
PA166208561;ULINASTATIN;;Drug;0:2:0
PA166320341;ULOTARONT;;Drug;0:1:0
PA164713371;ULTRASOUND CONTRAST MEDIA;V08D, V08DA;Drug Class;0:0:0
PA166184235;UMECLIDINIUM / VILANTEROL;R03AL03;Drug;0:0:0
PA166197241;UMIFENOVIR;;Drug;0:0:0
PA164713373;UNCLASSIFIED;;Drug Class;0:0:0
PA451830;URACIL MUSTARD;;Drug;0:0:0
PA451831;UREA;;Drug;0:0:0
PA130230921;URIDINE;;Drug;0:0:0
PA166357322;URIDINE TRIACETATE;A16AX13;Drug;0:0:0
PA164713374;URINARY ANTISPASMODICS;G04BD;Drug Class;3:12:0
PA164713375;URINARY CONCREMENT SOLVENTS;G04BC;Drug Class;0:0:0
PA164713376;URINE TESTS;V04B;Drug Class;0:0:0
PA451836;UROKINASE;B01AD04;Drug;0:0:0
PA164713377;UROLOGICALS;G04;Drug Class;11:35:0
PA451837;URSODEOXYCHOLIC ACID;A05AA02;Drug;0:0:0
PA164713378;VACCINES;J07;Drug Class;0:0:0
PA451839;VALACICLOVIR;J05AB11;Drug;0:0:0
PA166170051;VALBENAZINE;N07XX13;Drug;0:0:0
PA10226;VALDECOXIB;M01AH03;Drug;0:0:0
PA166413004;VALEMETOSTAT;;Drug;0:0:0
PA151917011;VALINOMYCIN;;Drug;0:0:0
PA164748616;VALRUBICIN;L01DB09;Drug;0:0:0
PA451848;VALSARTAN;C09CA03;Drug;0:0:0
PA164924565;VALSPODAR;;Drug;0:0:0
PA166337402;VAMOROLONE;H02AB18;Drug;0:0:0
PA166118341;VANDETANIB;L01EX04;Drug;0:3:2
PA451852;VANILLIN;;Drug;0:0:0
PA166128169;VANIPREVIR;;Drug;0:0:0
PA166362422;VANZACAFTOR;;Drug;0:0:0
PA164743146;VAPREOTIDE;H01CB04;Drug;0:0:0
PA164713379;VARICELLA ZOSTER VACCINES;J07BK;Drug Class;0:0:0
PA164713380;VARIOUS;V;Drug Class;125:427:0
PA164713381;VARIOUS ALIMENTARY TRACT AND METABOLISM PRODUCTS;A16AX;Drug Class;20:22:0
PA164713382;VARIOUS DIAGNOSTIC RADIOPHARMACEUTICALS;V09XX;Drug Class;0:0:0
PA164713383;VARIOUS PAIN PALLIATION RADIOPHARMACEUTICALS;V10BX;Drug Class;0:0:0
PA164713384;VARIOUS THERAPEUTIC RADIOPHARMACEUTICALS;V10XX;Drug Class;0:0:0
PA164713385;VARIOUS THYROID DIAGNOSTIC RADIOPHARMACEUTICALS;V09FX;Drug Class;0:0:0
PA166305901;VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR (VEGFR) TYROSINE KINASE INHIBITORS;L01EK;Drug Class;1:15:0
PA164713386;VASODILATORS USED IN CARDIAC DISEASES;C01D;Drug Class;1:3:0
