Effect_subcat;Entity_Affected
EFFICACY:OVERALL_SURVIVAL;DISEASE:SMALL_CELL_CARCINOMA
SIDE_EFFECT:HYPERPROLACTINEMIA;DISEASE:AUTISM
SIDE_EFFECT:NEUROTOXICITY_SYNDROMES;DISEASE:ACUTE_LYMPHOBLASTIC_LEUKEMIA
PK:DISTRIBUTION_VOLUME;DISEASE:LYMPHOMA
EFFICACY:RESISTANT_RELAPSE;DISEASE:SMALL_CELL_CARCINOMA
DISEASE:HEROIN_DEPENDENCE;
EFFICACY:RESISTANT_RELAPSE;DISEASE:SMALL_CELL_CARCINOMA
EFFICACY:RESISTANT_RELAPSE;DISEASE:SMALL_CELL_CARCINOMA
SIDE_EFFECT:MUCOSITIS;DISEASE:ACUTE_LYMPHOBLASTIC_LEUKEMIA
SIDE_EFFECT:HYPERPROLACTINEMIA;DISEASE:AUTISM_SPECTRUM_DISORDER
SIDE_EFFECT:HYPERPROLACTINEMIA;DISEASE:AUTISM
EFFICACY:TRANSPLANT_REJECTION;DISEASE:LIVER_TRANSPLANTATION
SIDE_EFFECT:MYELOSUPPRESSION;OTHER:MANTLE_CELL_LYMPHOMA
SIDE_EFFECT:MEMORY_IMPAIRMENT;OTHER:HEROIN_DEPENDENCE
EFFICACY:REDUCTION_IN_BLOOD_PRESSURE;DISEASE:HYPERTENSION
EFFICACY:EVENT-FREE_SURVIVAL, EFFICACY:OVERALL_SURVIVAL;DISEASE:COLORECTAL_NEOPLASMS
SIDE_EFFECT:ANEMIA;DISEASE:HEPATITIS_C_VIRUS_INFECTION
SIDE_EFFECT:NEUTROPENIA;
EFFICACY:REDUCTION_IN_DIASTOLIC_BLOOD_PRESSURE;DISEASE:HYPERTENSION
SIDE_EFFECT:WITHDRAWAL;DISEASE:TOBACCO_USE_DISORDER
PK:MINIMUM_PLASMA_CONCENTRATIONS;DISEASE:HIV_INFECTIOUS_DISEASE
SIDE_EFFECT:HYPOVENTILATION;
SIDE_EFFECT:NEUROTOXICITY_SYNDROMES;DISEASE:ACUTE_LYMPHOBLASTIC_LEUKEMIA
SIDE_EFFECT:MYELOSUPPRESSION;OTHER:MANTLE_CELL_LYMPHOMA
OTHER:BLOOD_PRESSURE;DISEASE:TOBACCO_USE_DISORDER
SIDE_EFFECT:MYELOSUPPRESSION;OTHER:MANTLE_CELL_LYMPHOMA
EFFICACY:OVERALL_SURVIVAL;DISEASE:SMALL_CELL_CARCINOMA
OTHER:COLLAGEN-INDUCED_PLATELET_AGGREGATION;OTHER:PATIENTS_UNDERGOING_CORONARY_STENTING
DISEASE:DIARRHEA;DISEASE:KIDNEY_TRANSPLANTATION
SIDE_EFFECT:EXANTHEMA;OTHER:HIV_INFECTIOUS_DISEASE
EFFICACY:OVERALL_SURVIVAL;DISEASE:NON-SMALL_CELL_LUNG_CARCINOMA
SIDE_EFFECT:ANEMIA;DISEASE:CHRONIC_HEPATITIS_C_VIRUS_INFECTION
DISEASE:DIARRHEA;DISEASE:KIDNEY_TRANSPLANTATION
SIDE_EFFECT:MUSCULAR_DISEASES;
SIDE_EFFECT:ANEMIA;DISEASE:CHRONIC_HEPATITIS_C_VIRUS_INFECTION
SIDE_EFFECT:ALBUMINURIA, SIDE_EFFECT:HYPERTENSION;
SIDE_EFFECT:THROMBOCYTOPENIA;DISEASE:NON-SMALL_CELL_LUNG_CARCINOMA
DISEASE:DEATH;DISEASE:OVARIAN_NEOPLASMS
SIDE_EFFECT:DISCONTINUATION;OTHER:COLORECTAL_NEOPLASMS
PK:EXPOSURE_TO_CLOPIDOGREL_ACTIVE_METABOLITE;
SIDE_EFFECT:DRUG_TOXICITY, SIDE_EFFECT:MUSCULAR_DISEASES, SIDE_EFFECT:RHABDOMYOLYSIS, SIDE_EFFECT:TOXIC_LIVER_DISEASE;
SIDE_EFFECT:SEVERE_CUTANEOUS_ADVERSE_REACTIONS;
SIDE_EFFECT:ADVERSE_EVENTS;OTHER:PAIN, OTHER:NEOPLASMS
EFFICACY:TIME_TO_PROGRESSION;DISEASE:NEOPLASMS
EFFICACY:RECURRENCE_OF_DISEASE;DISEASE:OVARIAN_NEOPLASMS
EFFICACY:INHIBITION_OF_PLATELET_AGGREGATION_AND_POOR-RESPONDER_STATUS;
OTHER:PROGRESSION-FREE_SURVIVAL;DISEASE:NON-SMALL_CELL_LUNG_CARCINOMA
EFFICACY:INHIBITION_OF_PLATELET_AGGREGATION_AND_POOR-RESPONDER_STATUS;
DISEASE:PEPTIC_ULCER_HEMORRHAGE;
SIDE_EFFECT:HYPERTENSION;DISEASE:NEOPLASMS
SIDE_EFFECT:SEXUAL_SIDE-EFFECTS;DISEASE:MAJOR_DEPRESSIVE_DISORDER
SIDE_EFFECT:MUSCULAR_DISEASES;OTHER:CORONARY_ARTERY_DISEASE
PK:EXPOSURE_TO_CLOPIDOGREL_ACTIVE_METABOLITE;
SIDE_EFFECT:SEXUAL_SIDE-EFFECTS;DISEASE:MAJOR_DEPRESSIVE_DISORDER
SIDE_EFFECT:DRUG-INDUCED_LIVER_INJURY;OTHER:TUBERCULOSIS
EFFICACY:LDL-C_REDUCTION;DISEASE:CORONARY_DISEASE
SIDE_EFFECT:SEXUAL_SIDE-EFFECTS;DISEASE:MAJOR_DEPRESSIVE_DISORDER
SIDE_EFFECT:EARLY_(<_3_MONTHS)_TERMINATION_OF_EFAVIRENZ_THERAPY;
PK:EXPOSURE_TO_CLOPIDOGREL_ACTIVE_METABOLITE;
SIDE_EFFECT:SEXUAL_SIDE-EFFECTS;DISEASE:MAJOR_DEPRESSIVE_DISORDER
SIDE_EFFECT:EARLY_(<_3_MONTHS)_TERMINATION_OF_EFAVIRENZ_THERAPY;
SIDE_EFFECT:SEXUAL_SIDE-EFFECTS;DISEASE:MAJOR_DEPRESSIVE_DISORDER
SIDE_EFFECT:SEXUAL_SIDE-EFFECTS;DISEASE:MAJOR_DEPRESSIVE_DISORDER
EFFICACY:INHIBITION_OF_PLATELET_AGGREGATION_AND_POOR-RESPONDER_STATUS;
SIDE_EFFECT:SEXUAL_SIDE-EFFECTS;DISEASE:MAJOR_DEPRESSIVE_DISORDER
EFFICACY:LDL-C_REDUCTION;DISEASE:CORONARY_DISEASE
OTHER:EARLY_RELAPSE;DISEASE:NON-SMALL_CELL_LUNG_CARCINOMA
EFFICACY:LDL-C_REDUCTION;DISEASE:CORONARY_DISEASE
DISEASE:FATIGUE;DISEASE:NON-SMALL_CELL_LUNG_CARCINOMA
DISEASE:DRUG_TOXICITY;DISEASE:COLORECTAL_NEOPLASMS
SIDE_EFFECT:SEXUAL_SIDE-EFFECTS;DISEASE:MAJOR_DEPRESSIVE_DISORDER
SIDE_EFFECT:ADVERSE_EVENTS;DISEASE:URINARY_BLADDER_NEOPLASMS
SIDE_EFFECT:OVER-ANTICOAGULATION;
SIDE_EFFECT:LEUKOPENIA, SIDE_EFFECT:NEUTROPENIA;DISEASE:RENAL_CELL_CARCINOMA
SIDE_EFFECT:HAND-FOOT_SYNDROME, SIDE_EFFECT:DRUG_TOXICITY;OTHER:COLORECTAL_NEOPLASMS
SIDE_EFFECT:MUSCULAR_DISEASES;OTHER:CORONARY_ARTERY_DISEASE
EFFICACY:PROGRESSION-FREE_SURVIVAL;DISEASE:NON-SMALL_CELL_LUNG_CARCINOMA
DISEASE:DEATH;DISEASE:NON-SMALL_CELL_LUNG_CARCINOMA
EFFICACY:LDL-C_REDUCTION;DISEASE:CORONARY_DISEASE
EFFICACY:NALTREXONE-INDUCED_BLUNTING_OF_ALCOHOL_STIMULATION_AND_ALCOHOL_CRAVING;DISEASE:ALCOHOL_ABUSE
SIDE_EFFECT:NEUTROPENIA;DISEASE:COLORECTAL_NEOPLASMS
DISEASE:MUSCULAR_DISEASES, DISEASE:MYALGIA;DISEASE:CARDIOVASCULAR_DISEASE
OTHER:PROGRESSION-FREE_SURVIVAL;DISEASE:PANCREATIC_NEOPLASMS
OTHER:OVERALL_SURVIVAL;DISEASE:STOMACH_NEOPLASMS
SIDE_EFFECT:MYELOSUPPRESSION, SIDE_EFFECT:DRUG_TOXICITY, SIDE_EFFECT:ADVERSE_EVENTS;OTHER:CROHN_DISEASE
OTHER:PROGRESSION-FREE_SURVIVAL;DISEASE:PANCREATIC_NEOPLASMS
OTHER:OVERALL_SURVIVAL;DISEASE:STOMACH_NEOPLASMS
DISEASE:DRUG-INDUCED_LIVER_INJURY;OTHER:HIV_AND_TUBERCULOSIS_CO-INFECTION
PK:PLASMA_EFAVIRENZ_EXPOSURE_(AUC)_DURING_THE_FIRST_24_WEEKS_OF_ANTIRETROVIRAL_THERAPY;DISEASE:HIV_INFECTIOUS_DISEASE
DISEASE:CENTRAL_NERVOUS_SYSTEM_DISORDER;DISEASE:HIV_INFECTIOUS_DISEASE
DISEASE:DRUG_TOXICITY;DISEASE:COLORECTAL_NEOPLASMS
DISEASE:MALIGT_HYPERTHERMIA;
PK:PLASMA_EFAVIRENZ_EXPOSURE;DISEASE:HIV_INFECTIOUS_DISEASE
DISEASE:DRUG_TOXICITY;DISEASE:COLORECTAL_NEOPLASMS
SIDE_EFFECT:DISCONTINUATION;DISEASE:RHEUMATOID_ARTHRITIS
PK:PLASMA_EFAVIRENZ_EXPOSURE;PK:HIV
SIDE_EFFECT:ISCHAEMIC_EVENTS;DISEASE:ACUTE_CORONARY_SYNDROME
SIDE_EFFECT:_CARDIOVASCULAR_EVENTS;DISEASE:ACUTE_CORONARY_SYNDROME
SIDE_EFFECT:ISCHAEMIC_EVENTS;DISEASE:ACUTE_CORONARY_SYNDROME
SIDE_EFFECT:ANGIOEDEMA;
SIDE_EFFECT:ADVERSE_EVENTS;
OTHER:PHYSIOLOGICAL_SEXUAL_DISORDER;OTHER:MAJOR_DEPRESSIVE_DISORDER
EFFICACY:PROGRESSION-FREE_SURVIVAL;DISEASE:TRANSITIONAL_CELL_CARCINOMA
EFFICACY:HIGH_ON-TREATMENT_PLATELET_REACTIVITY;DISEASE:ACUTE_CORONARY_SYNDROME
SIDE_EFFECT:PHYSIOLOGICAL_SEXUAL_DISORDER;OTHER:DEPRESSION
EFFICACY:PROGRESSION-FREE_SURVIVAL;DISEASE:TRANSITIONAL_CELL_CARCINOMA
SIDE_EFFECT:ISCHAEMIC_EVENTS;DISEASE:ACUTE_CORONARY_SYNDROME
DISEASE:DRUG_TOXICITY;DISEASE:RHEUMATOID_ARTHRITIS
SIDE_EFFECT:CARDIOVASCULAR_EVENTS;DISEASE:ACUTE_CORONARY_SYNDROME
OTHER:PLASMA_LEVEL;DISEASE:HIV_INFECTIOUS_DISEASE
PK:SERUM_URIC_ACID;
DISEASE:EVENT-FREE_SURVIVAL;DISEASE:NEUROBLASTOMA
DISEASE:DRUG_TOXICITY;DISEASE:RHEUMATOID_ARTHRITIS
DISEASE:MALIGT_HYPERTHERMIA;
DISEASE:MALIGT_HYPERTHERMIA;
SIDE_EFFECT:DRUG_PSYCHOSIS;OTHER:METHAMPHETAMINE_DEPENDENCE
EFFICACY:OVERALL_SURVIVAL;DISEASE:COLORECTAL_NEOPLASMS, DISEASE:METASTATIC_NEOPLASM
EFFICACY:OVERALL_SURVIVAL;DISEASE:COLORECTAL_NEOPLASMS, DISEASE:METASTATIC_NEOPLASM
DISEASE:MALIGT_HYPERTHERMIA;
SIDE_EFFECT:FEV1_DECREASE_AFTER_ASPIRIN_CHALLENGE;DISEASE:ASTHMA
SIDE_EFFECT:ANGIOEDEMA;
EFFICACY:HIGH_ON-TREATMENT_PLATELET_REACTIVITY;DISEASE:ACUTE_CORONARY_SYNDROME
SIDE_EFFECT:EXANTHEMA;OTHER:NON-SMALL_CELL_LUNG_CARCINOMA
SIDE_EFFECT:GASTROINTESTINAL_TOXICITY;OTHER:DIABETES_MELLITUS_T2
EFFICACY:HIGH_ON-TREATMENT_PLATELET_REACTIVITY;DISEASE:ACUTE_CORONARY_SYNDROME
DISEASE:MALIGT_HYPERTHERMIA;
EFFICACY:HIGH_ON-TREATMENT_PLATELET_REACTIVITY;DISEASE:ACUTE_CORONARY_SYNDROME
SIDE_EFFECT:ADVERSE_EVENTS;
SIDE_EFFECT:ADVERSE_EVENTS;
DISEASE:STROKE;DISEASE:HYPERTENSION
DISEASE:PERIPHERAL_VASCULAR_DISEASES;
SIDE_EFFECT:TOXIC_LIVER_DISEASE;OTHER:NON-SMALL_CELL_LUNG_CARCINOMA
SIDE_EFFECT:ADVERSE_EVENTS;
SIDE_EFFECT:DIARRHEA;DISEASE:NEOPLASMS
SIDE_EFFECT:ADVERSE_EVENTS;
EFFICACY:PLATELET_AGGREGATION;
SIDE_EFFECT:DIARRHEA;OTHER:NON-SMALL_CELL_LUNG_CARCINOMA
SIDE_EFFECT:DRUG_TOXICITY;DISEASE:CENTRAL_NERVOUS_SYSTEM_TUBERCULOSIS, DISEASE:MENINGEAL_TUBERCULOSIS
SIDE_EFFECT:DRUG_TOXICITY;DISEASE:CENTRAL_NERVOUS_SYSTEM_TUBERCULOSIS, DISEASE:MENINGEAL_TUBERCULOSIS
EFFICACY:RECURRENCE;DISEASE:BREAST_NEOPLASMS
EFFICACY:RECURRENCE;DISEASE:BREAST_NEOPLASMS
EFFICACY:RECURRENCE;DISEASE:BREAST_NEOPLASMS
EFFICACY:IMPROVED_RESPONSE;DISEASE:DEPRESSION
SIDE_EFFECT:ADVERSE_EVENTS;OTHER:NEUROPATHIC_PAIN
EFFICACY:PROGRESSION_FREE_SURVIVAL;DISEASE:OVARIAN_NEOPLASMS
EFFICACY:REMISSION;DISEASE:DEPRESSION
EFFICACY:RECURRENCE;DISEASE:BREAST_NEOPLASMS
EFFICACY:OVERALL_SURVIVAL;DISEASE:PANCREATIC_NEOPLASMS
SIDE_EFFECT:ADVERSE_DRUG_REACTION;DISEASE:DEPRESSION
EFFICACY:REDUCTION_IN_BLOOD_PRESSURE;DISEASE:ESSENTIAL_HYPERTENSION
DISEASE:DEATH;DISEASE:HEART_FAILURE
SIDE_EFFECT:OVER-ANTICOAGULATION;
DISEASE:LUNG_NEOPLASMS;OTHER:WHO_HAVE_EVER_BEEN_SMOKERS
SIDE_EFFECT:TREATMENT-EMERGENT_SUICIDAL_IDEATION;DISEASE:DEPRESSION
SIDE_EFFECT:OVER-ANTICOAGULATION;
DISEASE:ANEMIA;DISEASE:NEOPLASMS
SIDE_EFFECT:OVER-ANTICOAGULATION;
DISEASE:LUNG_NEOPLASMS;OTHER:WHO_HAVE_EVER_BEEN_SMOKERS
SIDE_EFFECT:DRUG_TOXICITY;DISEASE:CENTRAL_NERVOUS_SYSTEM_TUBERCULOSIS, DISEASE:MENINGEAL_TUBERCULOSIS
DISEASE:DIABETES_MELLITUS;DISEASE:LIVER_TRANSPLANTATION
DISEASE:STROKE;DISEASE:HYPERTENSION
SIDE_EFFECT:THROMBOCYTOPENIA;DISEASE:NON-SMALL_CELL_LUNG_CARCINOMA
PK:MEAN_PLASMA_DRUG_CONCENTRATIONS;DISEASE:EPILEPSY
SIDE_EFFECT:TREATMENT-EMERGENT_SUICIDAL_IDEATION;DISEASE:DEPRESSION
SIDE_EFFECT:DRUG_TOXICITY, SIDE_EFFECT:EYE_DISEASES;DISEASE:GASTROINTESTINAL_STROMAL_TUMORS
SIDE_EFFECT:DRUG_TOXICITY;DISEASE:CENTRAL_NERVOUS_SYSTEM_TUBERCULOSIS, DISEASE:MENINGEAL_TUBERCULOSIS
SIDE_EFFECT:TARDIVE_DYSKINESIA;OTHER:SCHIZOPHRENIA
DISEASE:PERIPHERAL_VASCULAR_DISEASES;DISEASE:TOBACCO_USE_DISORDER
DISEASE:LUNG_NEOPLASMS;DISEASE:TOBACCO_USE_DISORDER
DISEASE:BREAST_NEOPLASMS;DISEASE:HODGKIN_DISEASE
SIDE_EFFECT:DRUG_TOXICITY;DISEASE:CENTRAL_NERVOUS_SYSTEM_TUBERCULOSIS, DISEASE:MENINGEAL_TUBERCULOSIS
OTHER:NUMBER_OF_CIGARETTES_SMOKED_PER_DAY;DISEASE:TOBACCO_USE_DISORDER
SIDE_EFFECT:DRUG_TOXICITY;DISEASE:CENTRAL_NERVOUS_SYSTEM_TUBERCULOSIS, DISEASE:MENINGEAL_TUBERCULOSIS
SIDE_EFFECT:DRUG_TOXICITY, SIDE_EFFECT:EYE_DISEASES;DISEASE:GASTROINTESTINAL_STROMAL_TUMORS
EFFICACY:OVERALL_SURVIVAL;DISEASE:MULTIPLE_MYELOMA
DISEASE:THERAPY-RELATED_ACUTE_MYELOID_LEUKEMIA_(T-AML);DISEASE:HODGKIN_DISEASE
SIDE_EFFECT:DRUG_TOXICITY, SIDE_EFFECT:EYE_DISEASES;DISEASE:GASTROINTESTINAL_STROMAL_TUMORS
SIDE_EFFECT:TARDIVE_DYSKINESIA;OTHER:SCHIZOPHRENIA
SIDE_EFFECT:DRUG_TOXICITY, SIDE_EFFECT:EYE_DISEASES;DISEASE:GASTROINTESTINAL_STROMAL_TUMORS
SIDE_EFFECT:OBESITY;DISEASE:ATYPICAL_BEHAVIOR, DISEASE:MENTAL_DISORDERS
EFFICACY:SUSTAINED_VIROLOGICAL_RESPONSE_(SVR);DISEASE:CHRONIC_HEPATITIS_C_VIRUS_INFECTION
DISEASE:HEADACHE_DISORDERS, DISEASE:SUBSTANCE_WITHDRAWAL_SYNDROME;
OTHER:HIGH_ON-ASPIRIN_RESIDUAL_PLATELET_REACTIVITY;OTHER:OFF-PUMP_CORONARY_ARTERY_BYPASS_GRAFTING
DISEASE:HEADACHE_DISORDERS, DISEASE:SUBSTANCE_WITHDRAWAL_SYNDROME;
SIDE_EFFECT:INSULIN_RESISTANCE;DISEASE:ATYPICAL_BEHAVIOR, DISEASE:MENTAL_DISORDERS
DISEASE:NEUTROPENIA;DISEASE:NEOPLASMS
DISEASE:NEUTROPENIA;DISEASE:NEOPLASMS
DISEASE:HEADACHE_DISORDERS, DISEASE:SUBSTANCE_WITHDRAWAL_SYNDROME;
EFFICACY:SUSTAINED_VIROLOGICAL_RESPONSE_(SVR);OTHER:CHRONIC_HEPATITIS_C_VIRUS_INFECTION
DISEASE:HEADACHE_DISORDERS, DISEASE:SUBSTANCE_WITHDRAWAL_SYNDROME;
SIDE_EFFECT:TARDIVE_DYSKINESIA;OTHER:SCHIZOPHRENIA
EFFICACY:SUSTAINED_VIROLOGICAL_RESPONSE_(SVR);OTHER:CHRONIC_HEPATITIS_C_VIRUS_INFECTION
DISEASE:HEADACHE_DISORDERS, DISEASE:SUBSTANCE_WITHDRAWAL_SYNDROME;
SIDE_EFFECT:HYPERTENSION;DISEASE:ATYPICAL_BEHAVIOR, DISEASE:MENTAL_DISORDERS
DISEASE:DIABETES_MELLITUS;DISEASE:KIDNEY_TRANSPLANTATION
OTHER:OUTCOME_TIME_TO_STABLE_DOSE;
SIDE_EFFECT:DRUG_TOXICITY;DISEASE:ACUTE_MYELOID_LEUKEMIA
DISEASE:HEADACHE_DISORDERS, DISEASE:SUBSTANCE_WITHDRAWAL_SYNDROME;
SIDE_EFFECT:CARDIOTOXICITY;DISEASE:ACUTE_MYELOID_LEUKEMIA
DISEASE:OPIOID-RELATED_DISORDERS;
SIDE_EFFECT:HEMORRHAGE;OTHER:LIVER_TRANSPLANTATION
SIDE_EFFECT:ANEMIA;DISEASE:HEPATITIS_C_VIRUS_INFECTION
DISEASE:OPIOID-RELATED_DISORDERS;
DISEASE:OPIOID-RELATED_DISORDERS;
DISEASE:OPIOID-RELATED_DISORDERS;
EFFICACY:OVERALL_SURVIVAL;DISEASE:ACUTE_MYELOID_LEUKEMIA
EFFICACY:REDUCTION_IN_DIASTOLIC_BLOOD_PRESSURE;DISEASE:ESSENTIAL_HYPERTENSION
SIDE_EFFECT:DRUG_TOXICITY;DISEASE:ACUTE_MYELOID_LEUKEMIA
DISEASE:DEATH;DISEASE:CORONARY_ARTERY_DISEASE
SIDE_EFFECT:ANEMIA;DISEASE:HEPATITIS_C_VIRUS_INFECTION
EFFICACY:SUSTAINED_VIROLOGICAL_RESPONSE_(SVR);DISEASE:CHRONIC_HEPATITIS_C_VIRUS_INFECTION
EFFICACY:BASELINE_MEAN_ARTERIAL_BLOOD_PRESSURE;DISEASE:NEPHROSCLEROSIS
SIDE_EFFECT:ADVERSE_EFFECTS;DISEASE:MAJOR_DEPRESSIVE_DISORDER
SIDE_EFFECT:ACQUIRED_LONG_QT_SYNDROME_(ALQTS);
EFFICACY:PLATELET_INHIBITION;DISEASE:CORONARY_ARTERY_DISEASE
SIDE_EFFECT:ACQUIRED_LONG_QT_SYNDROME_(ALQTS);
OTHER:HIGH_PLATELET_REACTIVITY;OTHER:CORONARY_ARTERY_DISEASE_UNDERGOING_STENT_IMPLANTATION
EFFICACY:INCREASED_CHANCE_OF_ACHIEVING_6_MONTH_ABSTINENCE_IF_PRESCRIBED_NRT_(NICOTIENE_REPLACEMENT_THERAPY);
EFFICACY:DECREASED_CHANCE_OF_ACHIEVING_6_MONTH_ABSTINENCE_IN_THE_PLACEBO_GROUP;
SIDE_EFFECT:PANCYTOPENIA, SIDE_EFFECT:THROMBOCYTOPENIA;OTHER:AUTOIMMUNE_DISEASES, OTHER:INFLAMMATORY_BOWEL_DISEASES
EFFICACY:INCREASED_CHANCE_OF_ACHIEVING_6_MONTH_ABSTINENCE_IF_PRESCRIBED_NRT_(NICOTIENE_REPLACEMENT_THERAPY);
SIDE_EFFECT:ADVERSE_EFFECTS;DISEASE:MAJOR_DEPRESSIVE_DISORDER
SIDE_EFFECT:LEUKOPENIA;DISEASE:NEOPLASMS
SIDE_EFFECT:NAUSEA, SIDE_EFFECT:VOMITING;DISEASE:NEOPLASMS
EFFICACY:DEATH;DISEASE:OSTEOSARCOMA
EFFICACY:DEATH;DISEASE:OSTEOSARCOMA
EFFICACY:OVERALL_SURVIVAL;OTHER:RHABDOMYOSARCOMA
DISEASE:TOXIC_LIVER_DISEASE;DISEASE:HIV_INFECTIOUS_DISEASE
EFFICACY:OVERALL_SURVIVAL;OTHER:RHABDOMYOSARCOMA
DISEASE:COLORECTAL_NEOPLASMS;
EFFICACY:PAIN;OTHER:NEOPLASMS
DISEASE:PERIPHERAL_NERVOUS_SYSTEM_DISEASES;DISEASE:BREAST_NEOPLASMS
OTHER:HEAVY_CONSUMPTION;
DISEASE:PERIPHERAL_NERVOUS_SYSTEM_DISEASES;DISEASE:BREAST_NEOPLASMS
EFFICACY:OVERALL_SURVIVAL;DISEASE:OSTEOSARCOMA
EFFICACY:RESPONSE_TIME;DISEASE:SCHIZOPHRENIA
EFFICACY:DEATH;DISEASE:OSTEOSARCOMA
EFFICACY:RESPONSE_TIME;DISEASE:SCHIZOPHRENIA
DISEASE:COLORECTAL_NEOPLASMS;
DISEASE:ADENOMA;DISEASE:COLORECTAL_NEOPLASMS
DISEASE:ADENOMA;DISEASE:COLORECTAL_NEOPLASMS
DISEASE:COLORECTAL_NEOPLASMS;
DISEASE:COLORECTAL_NEOPLASMS;
SIDE_EFFECT:CARDIOVASCULAR_TOXICITY_AND_SYMPTOMS;DISEASE:COLORECTAL_NEOPLASMS
DISEASE:COLORECTAL_NEOPLASMS;
SIDE_EFFECT:GASTROINTESTINAL_TOXICITIES;DISEASE:COLORECTAL_NEOPLASMS
DISEASE:CYSTITIS;DISEASE:NEOPLASMS
EFFICACY:RECURRENCE_OF_BREAST_CANCER;DISEASE:BREAST_NEOPLASMS
SIDE_EFFECT:INSOMNIA;
EFFICACY:SURVIVAL;DISEASE:MULTIPLE_MYELOMA
SIDE_EFFECT:OEDEMA;DISEASE:DIABETES_MELLITUS_T2
EFFICACY:REDUCTION_IN_OFFICE_DIASTOLIC_BLOOD_PRESSURE;DISEASE:ESSENTIAL_HYPERTENSION
SIDE_EFFECT:OEDEMA;DISEASE:DIABETES_MELLITUS_T2
EFFICACY:REDUCTION_IN_OFFICE_DIASTOLIC_BLOOD_PRESSURE;DISEASE:ESSENTIAL_HYPERTENSION
SIDE_EFFECT:EXANTHEMA;OTHER:NON-SMALL_CELL_LUNG_CARCINOMA
OTHER:ABSTINENCE;DISEASE:TOBACCO_USE_DISORDER
SIDE_EFFECT:MUCOSITIS, SIDE_EFFECT:ORAL_ULCER;OTHER:ACUTE_LYMPHOBLASTIC_LEUKEMIA
EFFICACY:PAIN;OTHER:NEOPLASMS
EFFICACY:DOSE-ADJUSTED_TACROLIMUS_BLOOD_CONCENTRATION;DISEASE:KIDNEY_TRANSPLANTATION
PK:AREA_UNDER_THE_VISUAL_ANALOG_SCALE-TIME_CURVE_DURING_THE_INDUCED_STATE;
DISEASE:PERIPHERAL_NERVOUS_SYSTEM_DISEASES;DISEASE:BREAST_NEOPLASMS
DISEASE:PERIPHERAL_NERVOUS_SYSTEM_DISEASES;DISEASE:BREAST_NEOPLASMS
SIDE_EFFECT:ERYTHEMA;OTHER:PAIN
PK:DOSE-ADJUSTED_TACROLIMUS_BLOOD_CONCENTRATIONS;DISEASE:KIDNEY_TRANSPLANTATION
OTHER:ABSTINENCE;DISEASE:TOBACCO_USE_DISORDER
EFFICACY:PAIN;OTHER:NEOPLASMS
SIDE_EFFECT:ELEVATED_LIVER_ENZYMES;OTHER:ACUTE_LYMPHOBLASTIC_LEUKEMIA
EFFICACY:ELEVATED_SYSTOLIC_BLOOD_PRESSURE, EFFICACY:ELEVATED_DIASTOLIC_BLOOD_PRESSURE;OTHER:ACUTE_CORONARY_SYNDROME
SIDE_EFFECT:ERYTHEMA;OTHER:PAIN
EFFICACY:PROGRESSION-FREE_SURVIVAL;DISEASE:RENAL_CELL_CARCINOMA
EFFICACY:REDUCTION_IN_WHOLE_DAY_AMBULATORY_BLOOD_PRESSURE;DISEASE:ESSENTIAL_HYPERTENSION
EFFICACY:EVENT-FREE_SURVIVAL;DISEASE:BREAST_NEOPLASMS
SIDE_EFFECT:TOXIC_LIVER_DISEASE;OTHER:LUPUS_NEPHRITIS
EFFICACY:OVERALL_SURVIVAL;DISEASE:PANCREATIC_NEOPLASMS
SIDE_EFFECT:VOMITING;OTHER:PAIN
SIDE_EFFECT:DIARRHEA;OTHER:LUPUS_NEPHRITIS
DISEASE:DIARRHEA;DISEASE:ADENOCARCINOMA
DISEASE:DRUG_TOXICITY;DISEASE:ADENOCARCINOMA
EFFICACY:PAIN;OTHER:OPIOID-RELATED_DISORDERS
DISEASE:DRUG_TOXICITY;DISEASE:NEOPLASMS
EFFICACY:OVERALL_SURVIVAL;DISEASE:PANCREATIC_NEOPLASMS
EFFICACY:PAIN;OTHER:OPIOID-RELATED_DISORDERS
SIDE_EFFECT:DRUG_TOXICITY;DISEASE:BREAST_NEOPLASMS, DISEASE:GASTROESOPHAGEAL_CANCER
OTHER:NEPHROTOXICITY;OTHER:ACUTE_LYMPHOBLASTIC_LEUKEMIA
EFFICACY:REDUCTION_IN_WHOLE_DAY_AMBULATORY_BLOOD_PRESSURE;DISEASE:ESSENTIAL_HYPERTENSION
SIDE_EFFECT:DRUG_TOXICITY;OTHER:LUPUS_NEPHRITIS
OTHER:FUNCTIONAL_MRI_REACTIVITY_TO_SMOKING_IMAGES;OTHER:NICOTINE_DEPENDENCE
SIDE_EFFECT:URINARY_POTASSIUM_EXCRETION;DISEASE:ESSENTIAL_HYPERTENSION
DISEASE:HEROIN_DEPENDENCE;
EFFICACY:PAIN, POSTOPERATIVE;OTHER:SURGERY, OTHER:FRACTURES*^BONE
EFFICACY:REDUCTION_IN_WHOLE_DAY_AMBULATORY_BLOOD_PRESSURE;DISEASE:ESSENTIAL_HYPERTENSION
EFFICACY:REDUCTION_IN_WHOLE_DAY_AMBULATORY_BLOOD_PRESSURE;DISEASE:ESSENTIAL_HYPERTENSION
SIDE_EFFECT:MYELOSUPPRESSION;OTHER:ACUTE_LYMPHOBLASTIC_LEUKEMIA
