ATC;COD_ATC;Descripcion;;;;;;
5;R06AX26;FEXOFENADINA;;;;;;
5;R06AX27;DESLORATADINA;;;;;;
5;R06AX28;RUPATADINA;;;;;;
5;R06AX29;BILASTINA;;;;;;
5;R06AX91;CLEMIZOL;;;;;;
5;R06AXNE;OTROS ANTIHISTAMINICOS DE USO SISTEMICO NE;;;;;;
2;R07;OTROS PRODUCTOS APARATO RESPIRATORIO;;;;;;
3;R07A;OTROS PRODUCTOS APARATO RESPIRATORIO;;;;;;
4;R07AA;SURFACTANTES PULMONARES;;;;;;
5;R07AA01;COLFOSCERILO PALMITATO;;;;;;
5;R07AA02;FOSFOLIPIDOS NATURALES;;;;;;
5;R07AA91;SURFACTANTE PULMONAR BOVINO;;;;;;
5;R07AA92;SURFACTANTE PULMONAR PORCINO;;;;;;
4;R07AB;ESTIMULANTES RESPIRATORIOS;;;;;;
5;R07AB01;DOXAPRAM;;;;;;
5;R07AB02;NIQUETAMIDA;;;;;;
5;R07AB05;BEMEGRIDA;;;;;;
5;R07AB07;ALMITRINA;;;;;;
4;R07AX;OTROS PRODUCT.DE ACCION SOBRE APARATO RESPIRATORIO;;;;;;
5;R07AX01;OXIDO NITRICO;;;;;;
5;R07AX02;Ivacaftor;;;;;;
5;R07AX30;Ivacaftor y Lumacaftor;;;;;;
5;R07AX31;Ivacaftor y tezacaftor;;;;;;
5;R07AX91;PALMIDROL;;;;;;
5;R07AXNE;OTROS PRODUCT.DE ACCION SOBRE APARATO RESPIRATORIO NE;;;;;;
1;S;ORGANOS DE LOS SENTIDOS;;;;;;
2;S01;OFTALMOLOGICOS;;;;;;
3;S01A;ANTIINFECCIOSOS (OFTALMICOS);;;;;;
4;S01AA;ANTIBIOTICOS (OFTALMICOS);;;;;;
5;S01AA01;CLORAMFENICOL;;;;;;
5;S01AA02;CLORTETRACICLINA;;;;;;
5;S01AA03;NEOMICINA;;;;;;
5;S01AA04;OXITETRACICLINA;;;;;;
5;S01AA10;NATAMICINA;;;;;;
5;S01AA11;GENTAMICINA;;;;;;
5;S01AA12;TOBRAMICINA;;;;;;
5;S01AA13;FUSIDICO ACIDO;;;;;;
5;S01AA14;BENCILPENICILINA;;;;;;
5;S01AA15;DIHIDROESTREPTOMICINA;;;;;;
5;S01AA16;RIFAMICINA;;;;;;
5;S01AA17;ERITROMICINA;;;;;;
5;S01AA19;POLIMIXINA B;;;;;;
5;S01AA20;ANTIBIOTICOS ASOC.A OTRAS SUSTANCIAS;;;;;;
5;S01AA24;KANAMICINA;;;;;;
5;S01AA26;AZITROMICINA;;;;;;
5;S01AA27;Cefuroxima;;;;;;
5;S01AA30;ANTIBIOTICOS EN ASOCIACION;;;;;;
5;S01AA91;VANCOMICINA;;;;;;
5;S01AA92;ANFOTERICINA B;;;;;;
5;S01AANE;ANTIBIOTICOS (OFTALMICOS) NE;;;;;;
4;S01AB;SULFONAMIDAS (OFTALMICOS);;;;;;
5;S01AB04;SULFACETAMIDA;;;;;;
4;S01AD;ANTIVIRALES (OFTALMOLOGICOS);;;;;;
5;S01AD02;TRIFLURIDINA;;;;;;
5;S01AD03;ACICLOVIR;;;;;;
5;S01AD08;FOMIVIRSEN;;;;;;
5;S01AD09;GANCICLOVIR;;;;;;
4;S01AE;Fluoroquinolonas;;;;;;
5;S01AE01;Ofloxacino;;;;;;
5;S01AE02;Norfloxacino;;;;;;
5;S01AE03;Ciprofloxacino;;;;;;
5;S01AE04;Lomefloxacino;;;;;;
5;S01AE07;Moxifloxacino;;;;;;
4;S01AX;OTROS ANTIINFECCIOSOS (OFTALMICOS);;;;;;
5;S01AX01;COMPUESTOS DE MERCURIO;;;;;;
5;S01AX02;COMPUESTOS DE PLATA;;;;;;
5;S01AX03;ZINC COMPUESTOS;;;;;;
5;S01AX07;SODIO TETRABORATO;;;;;;
5;S01AX11;OFLOXACINA;;;;;;
5;S01AX12;NORFLOXACINA;;;;;;
5;S01AX13;CIPROFLOXACINA;;;;;;
5;S01AX15;PROPAMIDINA;;;;;;
5;S01AX17;LOMEFLOXACINO;;;;;;
5;S01AX18;POVIDONA IODADA;;;;;;
5;S01AX20;POVIDONA;;;;;;
5;S01AX21;GATIFLOXACINO;;;;;;
5;S01AX22;MOXIFLOXACINO;;;;;;
5;S01AX23;BESIFLOXACINO;;;;;;
3;S01B;ANTIINFLAMATORIOS (OFTALMICOS);;;;;;
4;S01BA;CORTICOSTEROIDES SOLOS (OFTALMICOS);;;;;;
5;S01BA01;DEXAMETASONA;;;;;;
5;S01BA02;HIDROCORTISONA;;;;;;
5;S01BA03;CORTISONA;;;;;;
5;S01BA04;PREDNISOLONA;;;;;;
5;S01BA05;TRIAMCINOLONA;;;;;;
5;S01BA06;BETAMETASONA;;;;;;
5;S01BA07;FLUOROMETOLONA;;;;;;
5;S01BA08;MEDRISONA;;;;;;
5;S01BA09;CLOBETASONA;;;;;;
5;S01BA13;RIMEXOLONA;;;;;;
5;S01BA14;LOTEPREDNOL;;;;;;
5;S01BA15;Fluocinolona acet�nido;;;;;;
5;S01BA91;HIDROCORTISONA+PREDNISONA;;;;;;
5;S01BANE;CORTICOSTEROIDES SOLOS (OFTALMICOS) NE;;;;;;
4;S01BB;CORTICOSTEROIDES Y MIDRIATICOS EN ASOCIACION;;;;;;
5;S01BB01;HIDROCORTISONA ASOC. A MIDRIATICO;;;;;;
5;S01BB02;PREDNISOLONA ASOC. A MIDRIATICO;;;;;;
5;S01BB03;FLUOROMETOLONA ASOC. A MIDRIATICO;;;;;;
5;S01BB91;DEXAMETASONA ASOC. A MIDRIATICO;;;;;;
5;S01BB93;MEDROXIPROGESTERONA ASOC. A MIDRIATICO;;;;;;
4;S01BC;ANTIINFLAMATORIOS NO ESTEROIDEOS (OFTALMICOS);;;;;;
5;S01BC01;INDOMETACINA;;;;;;
5;S01BC03;DICLOFENACO;;;;;;
5;S01BC04;FLURBIPROFENO;;;;;;
5;S01BC05;KETOROLAC;;;;;;
5;S01BC09;PRANOPROFENO;;;;;;
5;S01BC10;NEPAFENAC;;;;;;
5;S01BC11;BROMFENACO;;;;;;
4;S01BZ;OTRAS ASOCIACIONES DE DEXAMETASONA;;;;;;
5;S01BZ91;OTRAS ASOCIACIONES DE DEXAMETASONA;;;;;;
3;S01C;ANTIINFLAMATORIOS ASOC. A ANTIINFECCIOSOS (OFTALM);;;;;;
4;S01CA;CORTICOSTEROIDES ASOC. A ANTIINFECCIOSOS (OFTALM);;;;;;
5;S01CA01;DEXAMETASONA ASOC. A ANTIINFECCIOSOS;;;;;;
5;S01CA02;PREDNISOLONA ASOC.A ANTIINFECCIOSOS;;;;;;
5;S01CA03;HIDROCORTISONA ASOC. A ANTIINFECCIOSOS;;;;;;
5;S01CA05;BETAMETASONA ASOC. A ANTIINFECCIOSOS;;;;;;
5;S01CA06;FLUDROCORTISONA ASOC. A ANTIINFECCIOSOS;;;;;;
5;S01CA07;FLUOROMETOLONA ASOC. A ANTIINFECCIOSOS;;;;;;
5;S01CA10;FLUOCINOLONA ASOC. A ANTIINFECCIOSOS;;;;;;
5;S01CA91;CORTISONA ASOC. A ANTIINFECCIOSOS;;;;;;
5;S01CA92;MEDRISONA ASOC. A ANTIINFECCIOSOS;;;;;;
5;S01CA93;MEDROXIPROGESTERONA ASOC. A ANTIINFECCIOSOS;;;;;;
5;S01CA94;PREDNISONA ASOC. A ANTIINFECCIOSOS;;;;;;
5;S01CANE;CORTICOSTEROIDES ASOC. A ANTIINFECCIOSOS (OFTALM) NE;;;;;;
4;S01CB;CORTICOST. ASOC. A ANTIINFEC.Y SIMPATICOM.(OFTALM);;;;;;
5;S01CB03;HIDROCORTISONA;;;;;;
5;S01CB91;MEDROXIPROGESTERONA ASOC. A ANTIINFECCIOSOS Y MIDRIATICOS;;;;;;
4;S01CC;ANTIINFLAMATORIOS NO ESTEROIDEOS ASOCIADOS A ANTIINFECCIOSOS;;;;;;
5;S01CC01;DICLOFENACO ASOC. A ANTIINFECCIOSOS;;;;;;
3;S01E;PREPARADOS ANTIGLAUCOMA Y MIOTICOS;;;;;;
4;S01EA;SIMPATICOMIMETICOS EN TERAPIA DEL GLAUCOMA;;;;;;
5;S01EA01;EPINEFRINA;;;;;;
5;S01EA02;DIPIVEFRINA;;;;;;
5;S01EA03;APRACLONIDINA;;;;;;
5;S01EA04;CLONIDINA;;;;;;
5;S01EA05;BRIMONIDINA;;;;;;
5;S01EA51;EPINEFRINA EN ASOCIACION;;;;;;
4;S01EB;PARASIMPATICOMIMETICOS EN TERAPIA DEL GLAUCOMA;;;;;;
5;S01EB01;PILOCARPINA;;;;;;
5;S01EB08;ACECLIDINA;;;;;;
5;S01EB09;ACETILCOLINA;;;;;;
5;S01EB51;PILOCARPINA EN ASOCIACION;;;;;;
4;S01EC;INHIBIDORES DE LA ANHIDRASA CARBONICA (ANTIGLAUCOM;;;;;;
5;S01EC01;ACETAZOLAMIDA;;;;;;
5;S01EC02;DICLOFENAMIDA;;;;;;
5;S01EC03;DORZOLAMIDA;;;;;;
5;S01EC04;BRINZOLAMIDA;;;;;;
5;S01EC05;METAZOLAMIDA;;;;;;
5;S01EC54;Brinzolamida, combinaciones;;;;;;
4;S01ED;BETABLOQUEANTES (ANTIGLAUCOMA);;;;;;
5;S01ED01;TIMOLOL;;;;;;
5;S01ED02;BETAXOLOL;;;;;;
5;S01ED03;LEVOBUNOLOL;;;;;;
5;S01ED04;METIPRANOLOL;;;;;;
5;S01ED05;CARTEOLOL;;;;;;
5;S01ED51;TIMOLOL EN ASOCIACION;;;;;;
4;S01EE;ANALOGOS DE PROSTAGLANDINAS (ANIGLAUCOMATOSOS);;;;;;
5;S01EE01;LATANOPROST;;;;;;
5;S01EE02;UNOPROSTONA;;;;;;
5;S01EE03;BIMATOPROST;;;;;;
5;S01EE04;TRAVOPROST;;;;;;
5;S01EE05;TAFLUPROST;;;;;;
4;S01EX;OTROS PREPARADOS ANTIGLAUCOMA;;;;;;
5;S01EX91;GLICEROL;;;;;;
3;S01F;MIDRIATICOS Y CICLOPLEJICOS;;;;;;
4;S01FA;ANTICOLINERGICOS (MIDRIATICOS);;;;;;
5;S01FA01;ATROPINA;;;;;;
5;S01FA02;ESCOPOLAMINA;;;;;;
5;S01FA04;CICLOPENTOLATO;;;;;;
5;S01FA05;HOMATROPINA;;;;;;
5;S01FA06;TROPICAMIDA;;;;;;
5;S01FA51;ATROPINA EN ASOCIACION;;;;;;
5;S01FA56;TROPICAMIDA EN ASOCIACION;;;;;;
4;S01FB;SIMPATICOMIMETICOS EXCL.ANTIGLAUCOMA (MIDRIATICOS);;;;;;
5;S01FB01;FENILEFRINA;;;;;;
5;S01FB51;FENILEFRINA EN ASOCIACION;;;;;;
3;S01G;DESCONGESTIONANTES Y ANTIALERGICOS (OFTALMICOS);;;;;;
4;S01GA;SIMPATICOMIMETICOS (DESCONGESTIONANTES OFTALMICOS);;;;;;
5;S01GA01;NAFAZOLINA;;;;;;
5;S01GA02;TETRIZOLINA;;;;;;
5;S01GA04;OXIMETAZOLINA;;;;;;
5;S01GA05;FENILEFRINA;;;;;;
5;S01GA51;NAFAZOLINA EN ASOCIACION;;;;;;
5;S01GA52;TETRIZOLINA EN ASOCIACION;;;;;;
5;S01GA55;FENILEFRINA EN ASOCIACION;;;;;;
4;S01GX;OTROS ANTIALERGICOS (OFTALMICOS);;;;;;
5;S01GX01;CROMOGLICICO ACIDO;;;;;;
5;S01GX02;LEVOCABASTINA;;;;;;
5;S01GX03;ESPAGLUMICO ACIDO;;;;;;
5;S01GX04;NEDOCROMILO;;;;;;
5;S01GX05;LODOXAMIDA;;;;;;
5;S01GX06;EMEDASTINA;;;;;;
5;S01GX07;AZELASTINA;;;;;;
5;S01GX08;KETOTIFENO;;;;;;
5;S01GX09;OLOPATADINA;;;;;;
5;S01GX10;EPINASTINA;;;;;;
5;S01GX51;CROMOGLICICO ACIDO EN ASOCIACION;;;;;;
5;S01GX91;CLORFENAMINA;;;;;;
3;S01H;ANESTESICOS LOCALES (OFTALMICOS);;;;;;
4;S01HA;ANESTESICOS LOCALES (OFTALMICOS);;;;;;
5;S01HA02;OXIBUPROCAINA;;;;;;
5;S01HA03;TETRACAINA;;;;;;
5;S01HA05;PROCAINA;;;;;;
5;S01HA30;ANESTESICOS LOCALES EN ASOCIACION;;;;;;
3;S01J;AGENTES DE DIAGNOSTICO (OFTALMICOS);;;;;;
4;S01JA;COLOREANTES (OFTALMICOS);;;;;;
5;S01JA01;FLUORESCEINA;;;;;;
5;S01JA51;FLUORESCEINA EN ASOCIACION;;;;;;
5;S01JA91;AZUL PATENTE;;;;;;
3;S01K;COADYUVANTES EN CIRUGIA (OFTALMICOS);;;;;;
4;S01KA;SUSTANCIAS VISCOELASTICAS;;;;;;
5;S01KA01;HIALURONICO ACIDO;;;;;;
5;S01KA02;HIPROMELOSA;;;;;;
5;S01KA51;HIALURONICO ACIDO EN ASOCIACION;;;;;;
5;S01KA91;CARMELOSA (CARBOXIMETILCELULOSA);;;;;;
5;S01KA92;SOLUCION SALINA PARA CIRUGIA OCULAR;;;;;;
4;S01KX;OTROS COADYUVANTES EN CIRUGIA (OFTALMICOS);;;;;;
5;S01KX01;QUIMOTRIPSINA;;;;;;
3;S01L;MEDICAMENTOS CONTRA DESORDENES VASCULARFES OCULARES;;;;;;
4;S01LA;MEDICAMENTOS ANTINEOVASCULARIZACION (DESORDENES OCULARES);;;;;;
5;S01LA01;VERTEPORFIN;;;;;;
5;S01LA02;ANECORTAVE;;;;;;
5;S01LA03;PEGAPTANIB;;;;;;
5;S01LA04;RANIBIZUMAB;;;;;;
5;S01LA05;Aflibercept;;;;;;
3;S01X;OTROS OFTALMOLOGICOS;;;;;;
4;S01XA;OTROS OFTALMOLOGICOS;;;;;;
5;S01XA02;RETINOL;;;;;;
5;S01XA03;SODIO CLORURO HIPERTONICO;;;;;;
5;S01XA05;EDETATO DISODICO;;;;;;
5;S01XA11;NANDROLONA;;;;;;
5;S01XA13;ALTEPLASA;;;;;;
5;S01XA14;HEPARINA SODICA;;;;;;
5;S01XA18;CICLOSPORINA;;;;;;
5;S01XA19;Celulas madre limbares, autologas;;;;;;
5;S01XA20;LAGRIMAS ARTIFICIALES Y OTROS PREPARADOS INDIFERENTES;;;;;;
5;S01XA21; Mercaptamina;;;;;;
5;S01XA22;Ocriplasmina;;;;;;
5;S01XA24; Cenegermina;;;;;;
5;S01XA52;RETINOL EN ASOCIACION;;;;;;
5;S01XA53;SODIO CLORURO HIPERTONICO EN ASOCIACION;;;;;;
5;S01XA54;POTASIO IODURO EN ASOCIACION;;;;;;
5;S01XA86;MITOMICINA;;;;;;
5;S01XA87;CIANOCOBALAMINA;;;;;;
5;S01XA88;KERACIANINA;;;;;;
5;S01XA89;CICLOSPORINA;;;;;;
5;S01XA90;BORICO ACIDO EN ASOCIACION;;;;;;
5;S01XA91;PIRENOXINA;;;;;;
5;S01XA92;CENTELLA ASIATICA EXTO;;;;;;
5;S01XA93;ELEDOISINA;;;;;;
5;S01XA94;LANOLINA;;;;;;
5;S01XA95;CROMOCARBO;;;;;;
5;S01XA96;VASELINA OFTALMICA;;;;;;
5;S01XA97;METILHIDROXIQUINOLINIO;;;;;;
5;S01XA99;ADENOSINA EN ASOCIACION;;;;;;
5;S01XANE;OTROS OFTALMOLOGICOS NE;;;;;;
2;S02;OTOLOGICOS;;;;;;
3;S02A;ANTIINFECCIOSOS (OTOLOGICOS);;;;;;
4;S02AA;ANTIINFECCIOSOS (OTOLOGICOS);;;;;;
5;S02AA01;CLORAMFENICOL;;;;;;
5;S02AA05;CLIOQUINOL;;;;;;
5;S02AA07;NEOMICINA;;;;;;
5;S02AA08;TETRACICLINA;;;;;;
5;S02AA11;POLIMIXINA B;;;;;;
5;S02AA14;GENTAMICINA;;;;;;
5;S02AA15;CIPROFLOXACINA;;;;;;
5;S02AA16;OFLOXACINA;;;;;;
5;S02AA30;ANTIINFECCIOSOS EN ASOCIACION;;;;;;
3;S02B;CORTICOSTERODIES (OTOLOGICOS);;;;;;
4;S02BA;CORTICOSTERODIES (OTOLOGICOS);;;;;;
5;S02BA01;HIDROCORTISONA;;;;;;
5;S02BA03;PREDNISOLONA;;;;;;
5;S02BA06;DEXAMETASONA;;;;;;
5;S02BA07;BETAMETASONA;;;;;;
5;S02BA08;FLUOCINOLONA ACETONIDO;;;;;;
3;S02C;CORTICOSTEROIDES Y ANTIINFEC.EN ASOC.(OTOLOGICOS);;;;;;
4;S02CA;CORTICOSTEROIDES Y ANTIINFECCIOSOS EN ASOCIACION (OTOLOGIC.);;;;;;
5;S02CA01;PREDNISOLONA ASOC. A ANTIINFECCIOSOS;;;;;;
5;S02CA03;HIDROCORTISONA ASOC. A ANTIINFECCIOSOS;;;;;;
5;S02CA04;TRIAMCINOLONA ASOC. A ANTIINFECCIOSOS;;;;;;
5;S02CA05;FLUOCINOLONA ASOC. A ANTIINFECCIOSOS;;;;;;
5;S02CA06;DEXAMETASONA ASOC. A ANTIINFECCIOSOS;;;;;;
5;S02CA07;FLUDROCORTISONA ASOC. A ANTIINFECCIOSOS;;;;;;
5;S02CA93;BECLOMETASONA ASOC. A ANTIINFECCIOSOS;;;;;;
5;S02CANE;CORTICOSTEROIDES Y ANTIINFECCIOSOS EN ASOCIACION (OTOLOGIC.) NE;;;;;;
3;S02D;OTROS OTOLOGICOS;;;;;;
4;S02DA;ANALGESICOS Y ANESTESICOS (OTOLOGICOS);;;;;;
5;S02DA03;FENAZONA;;;;;;
5;S02DA30;ANALGESICOS Y ANESTESICOS EN ASOCIACION;;;;;;
5;S02DA91;FENOL;;;;;;
5;S02DA93;LAURILSULFATO SODICO;;;;;;
4;S02DC;PREPARADOS INDIFERENTES;;;;;;
5;S02DC91;PREPARADOS INDIFERENTES;;;;;;
5;S02DCNE;PREPARADOS INDIFERENTES NE;;;;;;
2;S03;PREPARADOS OFTALMOLOGICOS Y OTOLOGICOS;;;;;;
3;S03A;ANTIINFECCIOSOS (OFTALMOLOGICOS Y OTOLOGICOS);;;;;;
4;S03AA;ANTIINFECCIOSOS (OFTALMICOS Y OTOLOGICOS);;;;;;
5;S03AA03;POLIMIXINA B;;;;;;
5;S03AA07;CIPROFLOXACINA;;;;;;
5;S03AA08;CLORAMFENICOL;;;;;;
5;S03AA30;ANTIINFECCIOSOS EN ASOCIACION;;;;;;
3;S03C;CORTICOSTEROIDES Y ANTIINFEC. EN ASOC.(OFTAL/OTOL);;;;;;
4;S03CA;CORTICOSTEROIDES Y ANTIINFEC. EN ASOC.(OFTALMIC/OTOLOGICOS);;;;;;
5;S03CA01;DEXAMETASONA ASOC. A ANTIINFECCIOSOS;;;;;;
5;S03CA04;HIDROCORTISONA ASOC. A ANTIINFECCIOSOS;;;;;;
5;S03CA06;BETAMETASONA ASOC. A ANTIINFECCIOSOS;;;;;;
1;V;VARIOS;;;;;;
2;V01;ALERGENOS;;;;;;
3;V01A;ALERGENOS;;;;;;
4;V01AA;EXTRACTOS DE ALERGENOS;;;;;;
5;V01AA02;EXTRACTO DE POLEN DE HERBACEAS;;;;;;
5;V01AA03;ACAROS DEL POLVO AMBIENTAL;;;;;;
5;V01AA07;Insectos;;;;;;
5;V01AA91;EXTRACTOS DE ALERGENOS;;;;;;
2;V03;TODOS LOS DEMAS PRODUCTOS TERAPEUTICOS;;;;;;
3;V03A;TODOS LOS DEMAS PRODUCTOS TERAPEUTICOS;;;;;;
4;V03AB;ANTIDOTOS;;;;;;
5;V03AB01;IPECACUANA;;;;;;
5;V03AB03;EDETATOS;;;;;;
5;V03AB04;PRALIDOXIMA;;;;;;
5;V03AB06;TIOSULFATO (SODICO);;;;;;
5;V03AB07;APOMORFINA;;;;;;
5;V03AB09;DIMERCAPROL;;;;;;
5;V03AB14;PROTAMINA;;;;;;
5;V03AB15;NALOXONA;;;;;;
5;V03AB16;ALCOHOL ABSOLUTO;;;;;;
5;V03AB17;Cloruro de metiltioninio;;;;;;
5;V03AB19;FISOSTIGMINA;;;;;;
5;V03AB22;NITRITO DE AMILO;;;;;;
5;V03AB23;ACETILCISTEINA;;;;;;
5;V03AB24;ANTITOXINA DIGITALIS;;;;;;
5;V03AB25;FLUMAZENILO;;;;;;
5;V03AB33;HIDROXOCOBALAMINA;;;;;;
5;V03AB35;SUGAMMADEX;;;;;;
5;V03AB36;Fentolamina;;;;;;
5;V03AB37;Idarucizumab;;;;;;
5;V03AB91;TRIENTINA;;;;;;
5;V03AB92;ANTIDOTO ANCROD;;;;;;
5;V03ABNE;ANTIDOTOS NE;;;;;;
4;V03AC;QUELANTES DEL HIERRO;;;;;;
5;V03AC01;DEFEROXAMINA;;;;;;
5;V03AC02;DEFERIPRONA;;;;;;
5;V03AC03;DEFERASIROX;;;;;;
4;V03AE;MEDICAMENTOS TRATAMIENTO DE LA HIPERKALEMIA;;;;;;
5;V03AE01;POLIESTIRENO SULFONATO;;;;;;
5;V03AE02;SEVELAMER;;;;;;
5;V03AE03;LANTANO CARBONATO;;;;;;
5;V03AE04;CALCIO ACETATO+MAGNESIO CARBONATO;;;;;;
5;V03AE05;Oxihidroxido sucroferrico;;;;;;
5;V03AE07;Calcio acetato;;;;;;
5;V03AE09;Patiromero calcico;;;;;;
5;V03AE10;Ciclosilicato de sodio y zirconio;;;;;;
5;V03AE91;CALCIO ACETATO;;;;;;
5;V03AENE;MEDICAMENTOS TRATAMIENTO DE LA HIPERKALEMIA NE;;;;;;
4;V03AF;DESINTOXICANTES EN TRATAMIENTOS ANTINEOPLASICOS;;;;;;
5;V03AF01;MESNA;;;;;;
5;V03AF02;DEXRAZOXANO;;;;;;
5;V03AF03;FOLINATO CALCICO;;;;;;
5;V03AF04;LEVOFOLINATO CALCICO;;;;;;
5;V03AF05;AMIFOSTINA;;;;;;
5;V03AF06;FOLINATO SODICO;;;;;;
5;V03AF07;RASBURICASA;;;;;;
5;V03AF08;PALIFERMIN;;;;;;
5;V03AF09;GLUCARPIDASA;;;;;;
5;V03AF10;LEVOFOLINATO SODICO;;;;;;
4;V03AG;MEDICAMENTOS TRATAMIENTO DE LA HIPERCALCEMIA;;;;;;
5;V03AG01;CELULOSA FOSFATO SODICO;;;;;;
4;V03AN;GASES MEDICINALES;;;;;;
5;V03AN01;OXIGENO;;;;;;
5;V03AN02;DIOXIDO DE CARBONO;;;;;;
5;V03AN03;HELIO;;;;;;
5;V03AN04;NITROGENO;;;;;;
5;V03AN05;Aire medicinal;;;;;;
5;V03ANNE;GASES MEDICINALES NE;;;;;;
4;V03AX;OTROS PRODUCTOS TERAPEUTICOS;;;;;;
5;V03AX02;NALFURAFINA;;;;;;
5;V03AX03;Cobicistat;;;;;;
5;V03AX91;TRIENTINA;;;;;;
5;V03AX92;SILIMARINA;;;;;;
5;V03AX93;ADEMETIONINA;;;;;;
5;V03AX94;DIMETIL SULFOXIDO;;;;;;
5;V03AXNE;OTROS PRODUCTOS TERAPEUTICOS NE;;;;;;
2;V04;AGENTES DIAGNOSTICOS;;;;;;
3;V04C;OTROS AGENTES DE DIAGNOSTICO;;;;;;
4;V04CA;TESTS DE DIABETES;;;;;;
5;V04CA02;GLUCOSA (TEST DIABETES);;;;;;
4;V04CD;TESTS DE LA FUNCION HIPOFISARIA;;;;;;
5;V04CD01;METIRAPONA;;;;;;
5;V04CD04;CORTICORELINA;;;;;;
5;V04CD05;SOMATORELINA;;;;;;
4;V04CE;TESTS DE CAPACIDAD FUNCIONAL DEL HIGADO;;;;;;
5;V04CE91;YEMA DE HUEVO+GLICEROL;;;;;;
5;V04CE92;ACEITE VEGETAL EMULSION;;;;;;
4;V04CF;DIAGNOSTICOS DE TUBERCULOSIS;;;;;;
5;V04CF01;TUBERCULINA;;;;;;
4;V04CG;TESTS DE LA SECRECION GASTRICA;;;;;;
5;V04CG03;HISTAMINA FOSFATO;;;;;;
5;V04CG04;PENTAGASTRINA;;;;;;
5;V04CG91;C-UREA (TEST HELICOBACTER);;;;;;
4;V04CH;TEST PARA FUNCION RENAL;;;;;;
5;V04CH01;INULINA Y OTROS POLIFRUCTOSANOS;;;;;;
5;V04CH02;INDIGO CARMIN;;;;;;
4;V04CJ;TESTS DE LA FUNCION TIROIDEA;;;;;;
5;V04CJ01;TIROTROPINA;;;;;;
5;V04CJ02;PROTIRELINA;;;;;;
5;V04CJ91;POTASIO PERCLORATO;;;;;;
4;V04CK;TESTS DE LA SECRECION PANCREATICA;;;;;;
5;V04CK01;SECRETINA;;;;;;
5;V04CK91;FLUORESCEINA;;;;;;
5;V04CKNE;TESTS DE LA SECRECION PANCREATICA NE;;;;;;
4;V04CL;PRUEBAS PARA ENFERMEDADES ALERGICAS;;;;;;
5;V04CLNE;PRUEBAS PARA ENFERMEDADES ALERGICAS NE;;;;;;
4;V04CN;OTROS AGENTES DE DIAGNOSTICO NE;;;;;;
5;V04CNNE;OTROS AGENTES DE DIAGNOSTICO NE NE;;;;;;
4;V04CX;OTROS AGENTES DIAGNOSTICOS;;;;;;
5;V04CX01;Verde de indocianina;;;;;;
5;V04CX04;Manitol;;;;;;
5;V04CX05;13C-urea;;;;;;
5;V04CX06;hexaminolevulinate�;;;;;;
5;V04CX90;AZUL TRIPTAN;;;;;;
5;V04CX91;AZUL PATENTE;;;;;;
5;V04CX92;METACOLINA;;;;;;
5;V04CX93;VERDE DE INDOCIANINA;;;;;;
5;V04CX94;LITIO CLORURO;;;;;;
5;V04CX95;HEXAMINOLEVULINICO ACIDO;;;;;;
5;V04CX96;MANITOL;;;;;;
5;V04CX97;AZUL DE METILENO;;;;;;
5;V04CX98;TEST ROTURA MEMBRANAS FETALES;;;;;;
5;V04CX99;TEST EMBARAZO;;;;;;
5;V04CXNE;OTROS AGENTES DIAGNOSTICOS NE;;;;;;
2;V06;PRODUCTOS DIETETICOS;;;;;;
3;V06A;FORMULACIONES DIET�TICAS PARA EL TRATAMIENTO DE LA OBESIDAD;;;;;;
4;V06AA;DIETAS DE BAJA ENERGIA;;;;;;
5;V06AANE;DIETAS DE BAJA ENERGIA NE;;;;;;
3;V06D;OTROS NUTRIENTES;;;;;;
4;V06DB;GRASAS,CARBOHIDRATOS,PROTEINAS,MINERALES Y VITAMINAS EN ASOC;;;;;;
5;V06DB91;GRASAS,CARBOHIDRATOS,PROTEINAS,MINERALES Y VITAMINAS EN ASOC;;;;;;
4;V06DC;CARBOHIDRATOS (NUTRIENTES GENERALES);;;;;;
5;V06DC01;GLUCOSA;;;;;;
5;V06DC02;FRUCTOSA;;;;;;
5;V06DC91;GLUCOSA CON MINERALES;;;;;;
3;V06O;OTROS PRODUCTOS DIETETICOS;;;;;;
4;V06OA;OTROS PRODUCTOS DIETETICOS;;;;;;
5;V06OA88;ALIMENTOS A BASE DE PLANTAS Y SUS EXTRACTOS;;;;;;
5;V06OA89;BIBERON MONODOSIS PARA PREMATUROS;;;;;;
5;V06OA90;BIBERON MONODOSIS;;;;;;
5;V06OA91;SUPLEMENTOS NUTRICIONALES;;;;;;
5;V06OA92;FORMULA PREMATUROS Y RECIEN NACIDOS CON BAJO PESO;;;;;;
5;V06OA93;LECHE MATERNIZADA DE INICIO;;;;;;
5;V06OA94;LECHE MATERNIZADA DE CONTINUACION;;;;;;
5;V06OA95;COMPLEMENTO DIETA HIPOCALORICA;;;;;;
5;V06OA96;FIBRA ALIMENTARIA;;;;;;
5;V06OA97;ACEITES VEGETALES Y DE PESCADO;;;;;;
5;V06OA99;OTROS DIETETICOS NO CLASIFICADOS;;;;;;
4;V06OB;PRODUCTOS PARA ALIMENTACION INFANTIL;;;;;;
5;V06OB91;HARINAS INFANTILES LACTEADAS;;;;;;
5;V06OB92;HARINAS INFANTILES NO LACTEADAS;;;;;;
5;V06OB93;POTITOS Y PURES INFANTILES DE FRUTAS;;;;;;
