ATC;Medicamento;Drug;Anatomico;Terapeutico;Farmacologico;Quimico
R03AC15;REPROTEROL;REPROTEROL;R;R03;R03A;R03AC
R03AC16;PROCATEROL;PROCATEROL;R;R03;R03A;R03AC
R03AC17;BITOLTEROL;BITOLTEROL;R;R03;R03A;R03AC
R03AC18;INDACATEROL;INDACATEROL;R;R03;R03A;R03AC
R03AC19;Odolaterol;ODOLATEROL;R;R03;R03A;R03AC
R03AH;ADRENERGICOS EN ASOCIACION (ANTIASMATICOS);ADRENERGIC IN ASSOCIATION (ANTI-ASTHMATIC);R;R03;R03A;R03AH
R03AH91;ISOPRENALINA ASOC. A OTROS ADRENERGICOS;ISOPRENALINE ASSOCIATED WITH OTHER ADRENERGIC ACID;R;R03;R03A;R03AH
R03AK;ADRENERGICOS ASOCIADOS A OTROS ANTIASMATICOS;ADRENERGIC ASSOCIATED WITH OTHER ANTI-ASTHMATIC AGENTS;R;R03;R03A;R03AK
R03AK02;ISOPRENALINA ASOC. A OTROS ANTIASMATICOS;ISOPRENALINE ASSOCIATED WITH OTHER ANTI-ASTHMATIC AGENTS;R;R03;R03A;R03AK
R03AK03;FENOTEROL ASOC. A OTROS ANTIASMATICOS;FENOTEROL ASSOCIATED WITH OTHER ANTI-ASTHMATIC AGENTS;R;R03;R03A;R03AK
R03AK04;SALBUTAMOL ASOC. A OTROS ANTIASMATICOS;SALBUTAMOL ASSOCIATED WITH OTHER ANTI-ASTHMATIC DRUGS;R;R03;R03A;R03AK
R03AK05;REPROTEROL ASOC. A OTROS ANTIASMATICOS;REPROTEROL ASSOCIATED WITH OTHER ANTI-ASTHMATIC AGENTS;R;R03;R03A;R03AK
R03AK06;SALMETEROL ASOC. A OTROS ANTIASMATICOS;SALMETEROL ASSOCIATED WITH OTHER ANTI-ASTHMATIC AGENTS;R;R03;R03A;R03AK
R03AK07;FORMOTEROL ASOC. A OTROS ANTIASMATICOS;FORMOTEROL ASSOCIATED WITH OTHER ANTI-ASTHMATIC AGENTS;R;R03;R03A;R03AK
R03AK08;Formoterol y beclometasona;FORMOTEROL AND BECLOMETHASONE;R;R03;R03A;R03AK
R03AK10;Vilanterol y furoato de fluticasona;Vilanterol and Fluticasone Furoate;R;R03;R03A;R03AK
R03AK11;Formoterol y fluticasona;FORMOTEROL AND FLUTICASONE;R;R03;R03A;R03AK
R03AK13;Salbutamol y beclometasona;SALBUTAMOL AND BECLOMETHASONE;R;R03;R03A;R03AK
R03AKNE;ADRENERGICOS ASOCIADOS A OTROS ANTIASMATICOS NE;ADRENERGIC ASSOCIATED WITH OTHER ANTI-ASTHMATIC AGENTS NE;R;R03;R03A;R03AK
R03AL;Adren�rgicos en combinaci�n con anticolin�rgicos;ADRENERGIC IN COMBINATION WITH ANTICHOLINRGIC;R;R03;R03A;R03AL
R03AL01;Fenoterol e Ipratropio, bromuro de;FENOTEROL AND IPRATROPIUM, BROMIDE;R;R03;R03A;R03AL
R03AL02; Salbutamol e Ipratropio, bromuro de;SALBUTAMOL AND IPRATROPIUM, BROMIDE;R;R03;R03A;R03AL
R03AL03;Vilanterol y Umeclidinio, bromuro de;VILANTEROL AND UMECLIDINIUM BROMIDE;R;R03;R03A;R03AL
R03AL04;Indacaterol y Glicopirronio, bromuro de;INDACATEROL AND GLYCOPYRRONIUM BROMIDE;R;R03;R03A;R03AL
R03AL05;Formoterol y Bromuro de aclidinio;FORMOTEROL AND ACLIDINIUM BROMIDE;R;R03;R03A;R03AL
R03AL06;Olodaterol y bromuro de tiotropio;OLODATEROL AND TIOTROPIUM BROMIDE;R;R03;R03A;R03AL
R03AL08; Vilanterol, umeclidinio, bromuro de y fluticasona, furoato de;VILANTEROL, UMECLIDINIUM BROMIDE AND FLUTICASONE FUROATE;R;R03;R03A;R03AL
R03AL09; Formoterol, glicopirronio, bromuro de y beclometasona;FORMOTEROL, GLYCOPYRRONIUM BROMIDE AND BECLOMETHASONE;R;R03;R03A;R03AL
R03ALNE;Adren�rgicos en combinaci�n con anticolin�rgicos NE;ADRENERGIC IN COMBINATION WITH ANTICHOLINRGIC ANTIBODIES;R;R03;R03A;R03AL
R03B;OTROS PARA OBSTRUCCION DE VIAS RESPIRATORIAS, INHALADOS;OTHERS FOR RESPIRATORY TRACT OBSTRUCTION, INHALED;R;R03;R03B;
R03BA;GLUCOCORTICOIDES (ANTIASMATICOS);GLUCOCORTICOIDS (ANTIASMATICS);R;R03;R03B;R03BA
R03BA01;BECLOMETASONA;BECLOMETHASONE;R;R03;R03B;R03BA
R03BA02;BUDESONIDA;BUDESONIDE;R;R03;R03B;R03BA
R03BA03;FLUNISOLIDA;FLUNISOLIDE;R;R03;R03B;R03BA
R03BA04;BETAMETASONA;BETAMETHASONE;R;R03;R03B;R03BA
R03BA05;FLUTICASONA (INHALAT);FLUTICASONE (INHALAT);R;R03;R03B;R03BA
R03BA06;TRIAMCINOLONA;TRIAMCINOLONE;R;R03;R03B;R03BA
R03BA07;MOMETASONA;Mometasone;R;R03;R03B;R03BA
R03BA08;CICLESONIDA;CICLESONIDE;R;R03;R03B;R03BA
R03BB;ANTICOLINERGICOS (ANTIASMATICOS);ANTICHOLINERGICS (ANTIASMATICS);R;R03;R03B;R03BB
R03BB01;IPRATROPIO BROMURO;IPRATROPIUM BROMIDE;R;R03;R03B;R03BB
R03BB02;OXITROPIO BROMURO;OXITROPIUM BROMIDE;R;R03;R03B;R03BB
R03BB03;ESTRAMONIO PREPARADOS;PREPARED JAMSTONE;R;R03;R03B;R03BB
R03BB04;TIOTROPIO BROMURO;TIOTROPIUM BROMIDE;R;R03;R03B;R03BB
R03BB05;Bromuro de Aclidinio;ACLIDINIUM BROMIDE;R;R03;R03B;R03BB
R03BB06;Glicopirronio bromuro;GLYCOPYRRONIUM BROMIDE;R;R03;R03B;R03BB
R03BB07;Umeclidinio bromuro;Umeclidinium Bromide;R;R03;R03B;R03BB
R03BBNE;ANTICOLINERGICOS (ANTIASMATICOS) NE;ANTICHOLINERGICS (ANTIASMATICS) NE;R;R03;R03B;R03BB
R03BC;ANTIALERGICOS, EXCLUIDOS CORTICOSTEROIDES;ANTI-ALLERGIC, EXCLUDING CORTICOSTEROIDS;R;R03;R03B;R03BC
R03BC01;CROMOGLICICO ACIDO;Cromoglycic Acid;R;R03;R03B;R03BC
R03BC03;NEDOCROMILO;NEDOCROMIL;R;R03;R03B;R03BC
R03BX;OTROS PARA OBSTRUCCION DE VIAS RESPIRATORIAS, INHALADOS;OTHERS FOR RESPIRATORY TRACT OBSTRUCTION, INHALED;R;R03;R03B;R03BX
R03BX01;FENSPIRIDA;FENSPIRIDE;R;R03;R03B;R03BX
R03C;ADRENERGICOS DE USO SISTEMICO (ANTIASMATICOS);ADRENERGICS FOR SYSTEMIC USE (ANTIASMATICS);R;R03;R03C;
R03CA;AGONISTAS ALFA y BETA ADRENERGICOS (ANTIASMATICOS);ALPHA AND BETA ADRENERGIC AGONISTS (ANTI-ASTHMATIC);R;R03;R03C;R03CA
R03CA02;EFEDRINA;EPHEDRINE;R;R03;R03C;R03CA
R03CB;AGONISTAS BETA-ADRENERGICOS NO SELECTIVOS (ANTIAS;NON-SELECTIVE BETA-ADRENERGIC AGONISTS (ANTIAS;R;R03;R03C;R03CB
R03CB01;ISOPRENALINA;ISOPRENALINE;R;R03;R03C;R03CB
R03CB03;ORCIPRENALINA;ORCIPRENALINE;R;R03;R03C;R03CB
R03CC;AGONISTAS BETA-2-ADRENERGICOS SELECTIVOS (ANTIASMATICOS);SELECTIVE BETA-2 ADRENERGIC AGONISTS (ANTI-ASTHMATIC);R;R03;R03C;R03CC
R03CC02;SALBUTAMOL;SALBUTAMOL;R;R03;R03C;R03CC
R03CC03;TERBUTALINA;TERBUTALINE;R;R03;R03C;R03CC
R03CC04;FENOTEROL;FENOTEROL;R;R03;R03C;R03CC
R03CC05;HEXOPRENALINA;HEXOPRENALINE;R;R03;R03C;R03CC
R03CC06;ISOETARINA;ISOETHARINE;R;R03;R03C;R03CC
R03CC07;PIRBUTEROL;PIRBUTEROL;R;R03;R03C;R03CC
R03CC08;PROCATEROL;PROCATEROL;R;R03;R03C;R03CC
R03CC09;TRETOQUINOL;TRETOQUINOL;R;R03;R03C;R03CC
R03CC10;CARBUTEROL;CARBUTEROL;R;R03;R03C;R03CC
R03CC11;TULOBUTEROL;TULOBUTEROL;R;R03;R03C;R03CC
R03CC12;BAMBUTEROL;BAMBUTEROL;R;R03;R03C;R03CC
R03CC13;CLENBUTEROL;CLENBUTEROL;R;R03;R03C;R03CC
R03CC14;REPROTEROL;REPROTEROL;R;R03;R03C;R03CC
R03CC52;SALBUTAMOL EN ASOCIACION;SALBUTAMOL IN ASSOCIATION;R;R03;R03C;R03CC
R03CC53;TERBUTALINA EN ASOCIACION;TERBUTALINE IN ASSOCIATION;R;R03;R03C;R03CC
R03D;OTROS PARA OBSTRUCCION DE VIAS RESPIRATORIAS, USO SISTEMICO;OTHERS FOR RESPIRATORY TRACT OBSTRUCTION, SYSTEMIC USE;R;R03;R03D;
R03DA;XANTINAS (ANTIASMATICOS SISTEMICOS);XANTHINES (SYSTEMIC ANTIASMATICS);R;R03;R03D;R03DA
R03DA01;DIPROFILINA;DIPROPHYLIN;R;R03;R03D;R03DA
R03DA02;TEOFILINATO COLINA;CHOLINE THEOPHYLLINATE;R;R03;R03D;R03DA
R03DA03;PROXIFILINA;PROXYPHYLLINE;R;R03;R03D;R03DA
R03DA04;TEOFILINA;THEOPHYLLINE;R;R03;R03D;R03DA
R03DA05;AMINOFILINA;AMINOPHYLLINE;R;R03;R03D;R03DA
R03DA06;ETAMIFILINA;ETAMIPHYLLINE;R;R03;R03D;R03DA
R03DA07;TEOBROMINA;THEOBROMINE;R;R03;R03D;R03DA
R03DA08;BAMIFILINA;BAMIFYLLINE;R;R03;R03D;R03DA
R03DA09;ACEFILINA PIPERAZINA;Acephylline Piperazine;R;R03;R03D;R03DA
R03DA10;BUFILINA;BUFILINA;R;R03;R03D;R03DA
R03DA11;DOXOFILINA;DOXOPHYLLIN;R;R03;R03D;R03DA
R03DA12;Mepiramina teofilinacetato;Mepyramine Theophyllin Acetate;R;R03;R03D;R03DA
R03DA20;XANTINAS EN ASOCIACION;XANTHINES IN ASSOCIATION;R;R03;R03D;R03DA
R03DA51;DIPROFILINA EN ASOCIACION;DIPROPHYLIN IN ASSOCIATION;R;R03;R03D;R03DA
R03DA54;TEOFILINA EN ASOCIACION (EXCL.PSICOLEPTICOS);THEOPHYLLINE IN ASSOCIATION (EXCL. PSYCHOLEPTICS);R;R03;R03D;R03DA
R03DA55;AMINOFILINA EN ASOCIACION;AMINOPHYLLINE IN ASSOCIATION;R;R03;R03D;R03DA
R03DA56;ETAMIFILINA EN ASOCIACION;ETAMIPHYLLINE IN ASSOCIATION;R;R03;R03D;R03DA
R03DA74;TEOFILINA ASOC. A PSICOLEPTICOS;THEOPHYLLINE ASOC. TO PSYCHOLEPTICS;R;R03;R03D;R03DA
R03DB;XANTINAS ASOCIADAS A ADRENERGICOS (ANTIASMATICOS SISTEMICOS);XANTHINES ASSOCIATED WITH ADRENERGIC (SYSTEMIC ANTIASTHMATIC);R;R03;R03D;R03DB
R03DB01;DIPROFILINA ASOC. A ADRENERGICOS;DIPROPHYLINA ASOC. TO ADRENERGICS;R;R03;R03D;R03DB
R03DB04;TEOFILINA ASOC. A ADRENERGICOS;THEOPHYLLINE ASOC. TO ADRENERGICS;R;R03;R03D;R03DB
R03DC;ANTAGONISTAS RECEPTORES DEL LEUKOTRIENO (ANTIASMATICOS);Leukotriene receptor antagonists (anti-asthma drugs);R;R03;R03D;R03DC
R03DC01;ZAFIRLUKAST;ZAFIRLUKAST;R;R03;R03D;R03DC
R03DC02;PRANLUKAST;PRANLUKAST;R;R03;R03D;R03DC
R03DC03;MONTELUKAST;MONTELUKAST;R;R03;R03D;R03DC
R03DC04;IBUDILAST;IBUDILAST;R;R03;R03D;R03DC
R03DX;OTROS PARA OBSTRUCCION DE VIAS RESPIRATORIAS, USO SISTEMICO;OTHERS FOR RESPIRATORY TRACT OBSTRUCTION, SYSTEMIC USE;R;R03;R03D;R03DX
R03DX05;OMALIZUMAB;OMALIZUMAB;R;R03;R03D;R03DX
R03DX07;ROFLUMILAST;ROFLUMILAST;R;R03;R03D;R03DX
R03DX08;Reslizumab;RESLIZUMAB;R;R03;R03D;R03DX
R03DX09;Mepolizumab;MEPOLIZUMAB;R;R03;R03D;R03DX
R03DX10;BENRALIZUMAB;BENRALIZUMAB;R;R03;R03D;R03DX
R05;PREPARADOS PARA LA TOS Y EL RESFRIADO;COLD AND COUGH PREPARATIONS;R;R05;;
R05C;EXPECTORANTES, EXCLUID. ASOCIAC. CON ANTITUSIGENOS;EXPECTORANTS, EXCLUDING IN ASSOCIATION WITH Cough Suppressants;R;R05;R05C;
R05CA;EXPECTORANTES;EXPECTORANTS;R;R05;R05C;R05CA
R05CA01;TILOXAPOL;TYLOXAPOL;R;R05;R05C;R05CA
R05CA03;GUAIFENESINA;Guaifenesin;R;R05;R05C;R05CA
R05CA04;IPECACUANA;IPECACUANHA;R;R05;R05C;R05CA
R05CA06;POLIGALA SENEGA;POLIGALA SENEGA;R;R05;R05C;R05CA
R05CA09;GUAYACOL;GUAYACOL;R;R05;R05C;R05CA
R05CA10;EXPECTORANTES EN ASOCIACION;EXPECTORANTS IN ASSOCIATION;R;R05;R05C;R05CA
R05CA12;Hederae helicis folium;HEDERAE HELICIS FOLIUM;R;R05;R05C;R05CA
R05CA53;GUAIFENESINA EN ASOCIACION;GUAIFENESIN IN ASSOCIATION;R;R05;R05C;R05CA
R05CA94;GLICEROL IODADO+FENILPROPANOLAMINA;IODINATED GLYCEROL+PHENYLPROPANOLAMINE;R;R05;R05C;R05CA
R05CANE;EXPECTORANTES NE;Expectorants NE;R;R05;R05C;R05CA
R05CB;MUCOLITICOS;MUCOLYTICS;R;R05;R05C;R05CB
R05CB01;ACETILCISTEINA;ACETYLCYSTEINE;R;R05;R05C;R05CB
R05CB02;BROMHEXINA;BROMHEXINE;R;R05;R05C;R05CB
R05CB03;CARBOCISTEINA;CARBOCISTEINE;R;R05;R05C;R05CB
R05CB05;MESNA;MESNA;R;R05;R05C;R05CB
R05CB06;AMBROXOL;AMBROXOL;R;R05;R05C;R05CB
R05CB07;SOBREROL;SOBEROL;R;R05;R05C;R05CB
R05CB09;LETOSTEINA;LETOSTEIN;R;R05;R05C;R05CB
R05CB10;MUCOLITICOS EN ASOCIACION;MUCOLYTICS IN ASSOCIATION;R;R05;R05C;R05CB
R05CB13;DORNASA ALFA;DORNASA ALFA;R;R05;R05C;R05CB
R05CB15;ERDOSTEINA;ERDOSTEINE;R;R05;R05C;R05CB
R05CB16;MANITOL;MANNITOL;R;R05;R05C;R05CB
R05CB91;CITIOLONA;CITIOLONE;R;R05;R05C;R05CB
R05CB92;HIALURONICO ACIDO + SODIO CLORURO;HYALURONIC ACID + SODIUM CHLORIDE;R;R05;R05C;R05CB
R05CBNE;MUCOLITICOS NE;MUCOLYTICS NE;R;R05;R05C;R05CB
R05CZ;ANTIINFECCIOSOS ASOCIADOS A EXPECTORANTES/MUCOLITICOS;ANTIINFECTIVES ASSOCIATED WITH EXPECTORANTS/MUCOLYTICS;R;R05;R05C;R05CZ
R05CZ91;TETRACICLINAS ASOC. A MUCOLITICO/EXPECTORANTE;TETRACYCLINES ASSOCIATED WITH MUCOLYTIC/EXPECTORANT;R;R05;R05C;R05CZ
R05CZ92;AMFENICOLES ASOC. A MUCOLITICO/EXPECTORANTE;AMPHENICOLES ASSOCIATED WITH MUCOLYTIC/EXPECTORANT;R;R05;R05C;R05CZ
R05CZ93;PENICILINAS ASOC. A MUCOLITICO/EXPECTORANTE;PENICILLINS ASSOCIATED WITH MUCOLYTIC/EXPECTORANT;R;R05;R05C;R05CZ
R05CZ94;CEFALOSPORINAS ASOC. A MUCOLITICO/EXPECTORANTE;CEPHALOSPORINS ASSOCIATED WITH MUCOLYTIC/EXPECTORANT;R;R05;R05C;R05CZ
R05CZ95;SULFONAMIDAS ASOC. A MUCOLITICO/EXPECTORANTE;SULPHONAMIDES ASOC. A MUCOLYTIC/EXPECTORANT;R;R05;R05C;R05CZ
R05CZ96;AMINOGLUCOSIDOS ASOC. A MUCOLITICO/EXPECTORANTE;Aminoglycosides associated with mucolyte/expectorant;R;R05;R05C;R05CZ
R05CZ97;MACROLIDOS ASOC. A MUCOLITICO/EXPECTORANTE;MACROLIDES ASSOCIATED WITH MUCOLYTIC/EXPECTORANT;R;R05;R05C;R05CZ
R05CZNE;ANTIINFECCIOSOS ASOCIADOS A EXPECTORANTES/MUCOLITICOS NE;ANTIINFECTIVES ASSOCIATED WITH EXPECTORANTS/MUCOLYTICS NE;R;R05;R05C;R05CZ
R05D;ANTITUSIVOS, EXCLUIDOS ASOCIACIONES CON EXPECT.;Cough suppressants, except associations with Expect.;R;R05;R05D;
R05DA;ALCALOIDES DEL OPIO Y DERIVADOS (ANTITUSIVOS);OPIUM ALKALOIDS AND DERIVATIVES (ANTITUSIVES);R;R05;R05D;R05DA
R05DA03;HIDROCODONA;HYDROCODONE;R;R05;R05D;R05DA
R05DA04;CODEINA;CODEINE;R;R05;R05D;R05DA
R05DA07;NOSCAPINA;NOSCAPINAS;R;R05;R05D;R05DA
R05DA08;FOLCODINA;PHOLCODINA;R;R05;R05D;R05DA
R05DA09;DEXTROMETORFAN;DEXTROMETHORPHAN;R;R05;R05D;R05DA
R05DA11;DIMEMORFANO;Dimemorphan;R;R05;R05D;R05DA
R05DA12;ACETILDIHIDROCODEINA;ACETYLDIHYDROCODEINE;R;R05;R05D;R05DA
R05DA20;ASOCIACIONES;ASSOCIATIONS;R;R05;R05D;R05DA
R05DA54;CODEINA EN ASOCIACION;CODEINE IN ASSOCIATION;R;R05;R05D;R05DA
R05DA59;DEXTROMETORFANO EN ASOCIACION;DEXTROMETHORPHAN IN ASSOCIATION;R;R05;R05D;R05DA
R05DA91;DIHIDROCODEINA;DIHYDROCODEINE;R;R05;R05D;R05DA
R05DB;ANTITUSIVOS, EXCLUIDOS ASOCIACIONES CON EXPECTORANTES;Cough suppressants, except in association with expectorants;R;R05;R05D;R05DB
R05DB03;CLOBUTINOL;CLOBUTINOL;R;R05;R05D;R05DB
R05DB07;OXOLAMINA;OXOLAMINE;R;R05;R05D;R05DB
R05DB10;CLOFEDANOL;Chlofedanol;R;R05;R05D;R05DB
R05DB13;BUTAMIRATO;Butamirate;R;R05;R05D;R05DB
R05DB15;ZIPEPROL;ZIPEPROL;R;R05;R05D;R05DB
R05DB19;DROPROPIZINA;DROPROPIZINE;R;R05;R05D;R05DB
R05DB20;ANTITUSIGENOS OPIACEOS EN ASOCIACION;OPIOID Cough Suppressants in Association;R;R05;R05D;R05DB
R05DB21;CLOPERASTINA;CLOPERASTIN;R;R05;R05D;R05DB
R05DB27;LEVODROPROPIZINA;Levodropropizine;R;R05;R05D;R05DB
R05DB28;DIMETOXANATO;DIMETHOXANATE;R;R05;R05D;R05DB
R05DB57;OXOLAMINA EN ASOCIACION;OXOLAMINE IN ASSOCIATION;R;R05;R05D;R05DB
R05DB91;FOMINOBEN;FOMINOBEN;R;R05;R05D;R05DB
R05F;ANTITUSIVOS Y EXPECTORANTES EN ASOCIACION;Cough suppressants and expectorants in association;R;R05;R05F;
R05FA;DERIVADOS DEL OPIO Y EXPECTORANTES;OPIUM DERIVATIVES AND EXPECTORANTS;R;R05;R05F;R05FA
R05FA01;DERIVADOS DEL OPIO Y MUCOLITICOS;OPIUM DERIVATIVES AND MUCOLYTICS;R;R05;R05F;R05FA
R05FA02;DERIVADOS DEL OPIO Y EXPECTORANTES;OPIUM DERIVATIVES AND EXPECTORANTS;R;R05;R05F;R05FA
R05FA91;CODEINA ASOC. A EXPECTORANTES Y ANTIHISTAMINICOS;CODEINE ASSOCIATED WITH EXPECTORANTS AND ANTIHISTAMINES;R;R05;R05F;R05FA
R05FANE;DERIVADOS DEL OPIO Y EXPECTORANTES NE;OPIUM DERIVATIVES AND EXPECTORANTS NE;R;R05;R05F;R05FA
R05FB;OTROS ANTITUSIGENOS Y EXPECTORANTES EN ASOCIACION;OTHER ANTITUSIGENS AND EXPECTORANTS IN ASSOCIATION;R;R05;R05F;R05FB
R05FB02;ANTITUSIGENOS Y EXPECTORANTES EN ASOCIACION;ANTITUSINOGENS AND EXPECTORANTS IN ASSOCIATION;R;R05;R05F;R05FB
R05FBNE;Otros supresores de la tos y expectorantes NE;OTHER COUGH SUPPRESSANTS AND EXPECTORANTS NE;R;R05;R05F;R05FB
R05N;PREPARADOS PARA LA TOS Y EL RESFRIADO NE;COLD AND COUGH PREPARATIONS NE;R;R05;R05N;
R05NN;PREPARADOS PARA LA TOS Y EL RESFRIADO NE NE;COLD AND COUGH PREPARATIONS NE NE;R;R05;R05N;R05NN
R05NNNE;PREPARADOS PARA LA TOS Y EL RESFRIADO NE NE NE;COLD AND COUGH PREPARATIONS NE NE NE;R;R05;R05N;R05NN
R05X;OTROS PREPARADOS COMBINADOS PARA EL RESFRIADO;OTHER COMBINATION COLD PREPARATIONS;R;R05;R05X;
R05X_;C�digo inexistente ATC;NON-EXISTENT ATC CODE;R;R05;R05X;R05X_
R05X_NE;C�digo inexistente ATC NE;NON-EXISTENT ATC CODE NE;R;R05;R05X;R05X_
R05Z;ANTIINFECCIOSOS ASOCIADOS A EXPECTORANTES/MUCOLITICOS;ANTIINFECTIVES ASSOCIATED WITH EXPECTORANTS/MUCOLYTICS;R;R05;R05Z;
R05ZA;PENICILINAS ASOCIADAS A EXPECTORANTES/MUCOLITICOS;PENICILLINS ASSOCIATED WITH EXPECTORANTS/MUCOLYTICS;R;R05;R05Z;R05ZA
R05ZA91;AMOXICILINA+MUCOLITICO/EXPECTORANTE;AMOXICILLIN+MUCOLYTIC/EXPECTORANT;R;R05;R05Z;R05ZA
R05ZA92;AMPICILINA+MUCOLITICO/EXPECTORANTE;AMPICILLIN+MUCOLYTIC/EXPECTORANT;R;R05;R05Z;R05ZA
R05ZA93;ERITROMICINA+MUCOLITICO/EXPECTORANTE;ERYTHROMYCIN+MUCOLYTIC/EXPECTORANT;R;R05;R05Z;R05ZA
R05ZA94;COTRIMOXAZOL+MUCOLITICO/EXPECTORANTE;COTRIMOXAZOLE+MUCOLYTIC/EXPECTORANT;R;R05;R05Z;R05ZA
R05ZA95;SULFADIAZINA+MUCOLITICO/EXPECTORANTE;SULFADIAZINE+MUCOLYTIC/EXPECTORANT;R;R05;R05Z;R05ZA
R05ZA96;TIANFENICOL+MUCOLITICO/EXPECTORANTE;THIAMPHENICOL+MUCOLYTIC/EXPECTORANT;R;R05;R05Z;R05ZA
R06;ANTIHISTAMINICOS DE USO SISTEMICO;ANTIHISTAMINES FOR SYSTEMIC USE;R;R06;;
R06A;ANTIHISTAMINICOS DE USO SISTEMICO;ANTIHISTAMINES FOR SYSTEMIC USE;R;R06;R06A;
R06AA;AMINOALQUIL-ETERES (ANTIHISTAMINICOS);AMINOALKYL ETHERS (ANTIHISTAMINES);R;R06;R06A;R06AA
R06AA02;DIFENHIDRAMINA;Diphenhydramine;R;R06;R06A;R06AA
R06AA04;CLEMASTINA;CLEMASTINE;R;R06;R06A;R06AA
R06AA08;CARBINOXAMINA;CARBINOXAMINE;R;R06;R06A;R06AA
R06AA09;DOXILAMINA;DOXYLAMINE;R;R06;R06A;R06AA
R06AA52;DIFENHIDRAMINA EN ASOCIACION;Diphenhydramine in association;R;R06;R06A;R06AA
R06AA58;CARBINOXAMINA EN ASOCIACION;CARBINOXAMINE IN ASSOCIATION;R;R06;R06A;R06AA
R06AA59;DOXILAMINA EN ASOCIACION;DOXYLAMINE IN ASSOCIATION;R;R06;R06A;R06AA
R06AANE;AMINOALQUIL-ETERES (ANTIHISTAMINICOS) NE;AMINOALKYL-ETHERS (ANTIHISTAMINES) NE;R;R06;R06A;R06AA
R06AB;ALQUILAMINAS SUSTITUIDAS (ANTIHISTAMINICOS);SUBSTITUTED ALKYLAMINES (ANTIHISTAMINES);R;R06;R06A;R06AB
R06AB02;DEXCLORFENIRAMINA;Dexchlorpheniramine;R;R06;R06A;R06AB
R06AB03;DIMETINDENO;Dimethindene;R;R06;R06A;R06AB
R06AB04;CLORFENAMINA;Chlorphenamine;R;R06;R06A;R06AB
R06AC;ETILENO-DIAMINAS SUSTITUIDAS (ANTIHISTAMINICOS);SUBSTITUTED ETHYLENE DIAMINES (ANTIHISTAMINES);R;R06;R06A;R06AC
R06AC01;MEPIRAMINA;MEPYRAMINE;R;R06;R06A;R06AC
R06AD;DERIVADOS FENOTIAZINICOS (ANTIHISTAMINICOS);PHENOTHIAZINE DERIVATIVES (ANTIHISTAMINES);R;R06;R06A;R06AD
R06AD01;ALIMEMAZINA;ALIMEMAZINE;R;R06;R06A;R06AD
R06AD02;PROMETAZINA;PROMETHAZINE;R;R06;R06A;R06AD
R06AD03;TIETILPERAZINA;Thiethylperazine;R;R06;R06A;R06AD
R06AD07;MEQUITAZINA;Mequitazine;R;R06;R06A;R06AD
R06AD51;ALIMEMAZINA EN ASOCIACION;ALIMEMAZINA IN ASSOCIATION;R;R06;R06A;R06AD
R06AD52;PROMETAZINA EN ASOCIACION;PROMETAZINE IN ASSOCIATION;R;R06;R06A;R06AD
R06AE;DERIVADOS PIPERAZINICOS (ANTIHISTAMINICOS);Piperazine derivatives (antihistamines);R;R06;R06A;R06AE
R06AE05;MECLOZINA;MECLOZINE;R;R06;R06A;R06AE
R06AE06;OXATOMIDA;OXATOMID;R;R06;R06A;R06AE
R06AE07;CETIRIZINA;CETIRIZINE;R;R06;R06A;R06AE
R06AE09;LEVOCETIRIZINA;LEVOCETIRIZINE;R;R06;R06A;R06AE
R06AE57;CETIRIZINA EN ASOCIACION;CETIRIZINE IN ASSOCIATION;R;R06;R06A;R06AE
R06AE92;CLOCINIZINA EN ASOCIACION;CLOCINIZINE IN ASSOCIATION;R;R06;R06A;R06AE
R06AENE;DERIVADOS PIPERAZINICOS (ANTIHISTAMINICOS) NE;PIPERAZINE DERIVATIVES (ANTIHISTAMINES) NE;R;R06;R06A;R06AE
R06AX;OTROS ANTIHISTAMINICOS DE USO SISTEMICO;OTHER ANTIHISTAMINES FOR SYSTEMIC USE;R;R06;R06A;R06AX
R06AX02;CIPROHEPTADINA;CYPROHEPTADINE;R;R06;R06A;R06AX
R06AX07;TRIPROLIDINA;Triprolidine;R;R06;R06A;R06AX
R06AX09;AZATADINA;AZATADINE;R;R06;R06A;R06AX
R06AX11;ASTEMIZOL;Astemizole;R;R06;R06A;R06AX
R06AX12;TERFENADINA;TERFENADINE;R;R06;R06A;R06AX
R06AX13;LORATADINA;LORATADINE;R;R06;R06A;R06AX
R06AX17;KETOTIFENO;Ketotifen;R;R06;R06A;R06AX
R06AX19;AZELASTINA;AZELASTINE;R;R06;R06A;R06AX
R06AX22;EBASTINA;EBASTINA;R;R06;R06A;R06AX
R06AX25;MIZOLASTINA;MIZOLASTINE;R;R06;R06A;R06AX
R06AX26;FEXOFENADINA;FEXOFENADINE;R;R06;R06A;R06AX
R06AX27;DESLORATADINA;DESLORATADINE;R;R06;R06A;R06AX
R06AX28;RUPATADINA;RUPATADINE;R;R06;R06A;R06AX
R06AX29;BILASTINA;BILASTINE;R;R06;R06A;R06AX
R06AX91;CLEMIZOL;CLEMIZOL;R;R06;R06A;R06AX
R06AXNE;OTROS ANTIHISTAMINICOS DE USO SISTEMICO NE;OTHER ANTIHISTAMINES FOR SYSTEMIC USE NE;R;R06;R06A;R06AX
R07;OTROS PRODUCTOS APARATO RESPIRATORIO;OTHER RESPIRATORY SYSTEM PRODUCTS;R;R07;;
