ATC;Medicamento;Medicamento;Anatomico;Terapeutico;Farmacologico;Quimico
R06AXNE;OTROS ANTIHISTAMINICOS DE USO SISTEMICO NE;OTROS ANTIHISTAMINICOS DE USO SISTEMICO NE;R;R06;R06A;R06AX
R07;OTROS PRODUCTOS APARATO RESPIRATORIO;OTROS PRODUCTOS APARATO RESPIRATORIO;R;R07;;
R07A;OTROS PRODUCTOS APARATO RESPIRATORIO;OTROS PRODUCTOS APARATO RESPIRATORIO;R;R07;R07A;
R07AA;SURFACTANTES PULMONARES;SURFACTANTES PULMONARES;R;R07;R07A;R07AA
R07AA01;COLFOSCERILO PALMITATO;COLFOSCERILO PALMITATO;R;R07;R07A;R07AA
R07AA02;FOSFOLIPIDOS NATURALES;FOSFOLIPIDOS NATURALES;R;R07;R07A;R07AA
R07AA91;SURFACTANTE PULMONAR BOVINO;SURFACTANTE PULMONAR BOVINO;R;R07;R07A;R07AA
R07AA92;SURFACTANTE PULMONAR PORCINO;SURFACTANTE PULMONAR PORCINO;R;R07;R07A;R07AA
R07AB;ESTIMULANTES RESPIRATORIOS;ESTIMULANTES RESPIRATORIOS;R;R07;R07A;R07AB
R07AB01;DOXAPRAM;DOXAPRAM;R;R07;R07A;R07AB
R07AB02;NIQUETAMIDA;NIQUETAMIDA;R;R07;R07A;R07AB
R07AB05;BEMEGRIDA;BEMEGRIDA;R;R07;R07A;R07AB
R07AB07;ALMITRINA;ALMITRINA;R;R07;R07A;R07AB
R07AX;OTROS PRODUCT.DE ACCION SOBRE APARATO RESPIRATORIO;OTROS PRODUCT.DE ACCION SOBRE APARATO RESPIRATORIO;R;R07;R07A;R07AX
R07AX01;OXIDO NITRICO;OXIDO NITRICO;R;R07;R07A;R07AX
R07AX02;Ivacaftor;Ivacaftor;R;R07;R07A;R07AX
R07AX30;Ivacaftor y Lumacaftor;Ivacaftor y Lumacaftor;R;R07;R07A;R07AX
R07AX31;Ivacaftor y tezacaftor;Ivacaftor y tezacaftor;R;R07;R07A;R07AX
R07AX91;PALMIDROL;PALMIDROL;R;R07;R07A;R07AX
R07AXNE;OTROS PRODUCT.DE ACCION SOBRE APARATO RESPIRATORIO NE;OTROS PRODUCT.DE ACCION SOBRE APARATO RESPIRATORIO NE;R;R07;R07A;R07AX
S;ORGANOS DE LOS SENTIDOS;ORGANOS DE LOS SENTIDOS;S;;;
S01;OFTALMOLOGICOS;OFTALMOLOGICOS;S;S01;;
S01A;ANTIINFECCIOSOS (OFTALMICOS);ANTIINFECCIOSOS (OFTALMICOS);S;S01;S01A;
S01AA;ANTIBIOTICOS (OFTALMICOS);ANTIBIOTICOS (OFTALMICOS);S;S01;S01A;S01AA
S01AA01;CLORAMFENICOL;CLORAMFENICOL;S;S01;S01A;S01AA
S01AA02;CLORTETRACICLINA;CLORTETRACICLINA;S;S01;S01A;S01AA
S01AA03;NEOMICINA;NEOMICINA;S;S01;S01A;S01AA
S01AA04;OXITETRACICLINA;OXITETRACICLINA;S;S01;S01A;S01AA
S01AA10;NATAMICINA;NATAMICINA;S;S01;S01A;S01AA
S01AA11;GENTAMICINA;GENTAMICINA;S;S01;S01A;S01AA
S01AA12;TOBRAMICINA;TOBRAMICINA;S;S01;S01A;S01AA
S01AA13;FUSIDICO ACIDO;FUSIDICO ACIDO;S;S01;S01A;S01AA
S01AA14;BENCILPENICILINA;BENCILPENICILINA;S;S01;S01A;S01AA
S01AA15;DIHIDROESTREPTOMICINA;DIHIDROESTREPTOMICINA;S;S01;S01A;S01AA
S01AA16;RIFAMICINA;RIFAMICINA;S;S01;S01A;S01AA
S01AA17;ERITROMICINA;ERITROMICINA;S;S01;S01A;S01AA
S01AA19;POLIMIXINA B;POLIMIXINA B;S;S01;S01A;S01AA
S01AA20;ANTIBIOTICOS ASOC.A OTRAS SUSTANCIAS;ANTIBIOTICOS ASOC.A OTRAS SUSTANCIAS;S;S01;S01A;S01AA
S01AA24;KANAMICINA;KANAMICINA;S;S01;S01A;S01AA
S01AA26;AZITROMICINA;AZITROMICINA;S;S01;S01A;S01AA
S01AA27;Cefuroxima;Cefuroxima;S;S01;S01A;S01AA
S01AA30;ANTIBIOTICOS EN ASOCIACION;ANTIBIOTICOS EN ASOCIACION;S;S01;S01A;S01AA
S01AA91;VANCOMICINA;VANCOMICINA;S;S01;S01A;S01AA
S01AA92;ANFOTERICINA B;ANFOTERICINA B;S;S01;S01A;S01AA
S01AANE;ANTIBIOTICOS (OFTALMICOS) NE;ANTIBIOTICOS (OFTALMICOS) NE;S;S01;S01A;S01AA
S01AB;SULFONAMIDAS (OFTALMICOS);SULFONAMIDAS (OFTALMICOS);S;S01;S01A;S01AB
S01AB04;SULFACETAMIDA;SULFACETAMIDA;S;S01;S01A;S01AB
S01AD;ANTIVIRALES (OFTALMOLOGICOS);ANTIVIRALES (OFTALMOLOGICOS);S;S01;S01A;S01AD
S01AD02;TRIFLURIDINA;TRIFLURIDINA;S;S01;S01A;S01AD
S01AD03;ACICLOVIR;ACICLOVIR;S;S01;S01A;S01AD
S01AD08;FOMIVIRSEN;FOMIVIRSEN;S;S01;S01A;S01AD
S01AD09;GANCICLOVIR;GANCICLOVIR;S;S01;S01A;S01AD
S01AE;Fluoroquinolonas;Fluoroquinolonas;S;S01;S01A;S01AE
S01AE01;Ofloxacino;Ofloxacino;S;S01;S01A;S01AE
S01AE02;Norfloxacino;Norfloxacino;S;S01;S01A;S01AE
S01AE03;Ciprofloxacino;Ciprofloxacino;S;S01;S01A;S01AE
S01AE04;Lomefloxacino;Lomefloxacino;S;S01;S01A;S01AE
S01AE07;Moxifloxacino;Moxifloxacino;S;S01;S01A;S01AE
S01AX;OTROS ANTIINFECCIOSOS (OFTALMICOS);OTROS ANTIINFECCIOSOS (OFTALMICOS);S;S01;S01A;S01AX
S01AX01;COMPUESTOS DE MERCURIO;COMPUESTOS DE MERCURIO;S;S01;S01A;S01AX
S01AX02;COMPUESTOS DE PLATA;COMPUESTOS DE PLATA;S;S01;S01A;S01AX
S01AX03;ZINC COMPUESTOS;ZINC COMPUESTOS;S;S01;S01A;S01AX
S01AX07;SODIO TETRABORATO;SODIO TETRABORATO;S;S01;S01A;S01AX
S01AX11;OFLOXACINA;OFLOXACINA;S;S01;S01A;S01AX
S01AX12;NORFLOXACINA;NORFLOXACINA;S;S01;S01A;S01AX
S01AX13;CIPROFLOXACINA;CIPROFLOXACINA;S;S01;S01A;S01AX
S01AX15;PROPAMIDINA;PROPAMIDINA;S;S01;S01A;S01AX
S01AX17;LOMEFLOXACINO;LOMEFLOXACINO;S;S01;S01A;S01AX
S01AX18;POVIDONA IODADA;POVIDONA IODADA;S;S01;S01A;S01AX
S01AX20;POVIDONA;POVIDONA;S;S01;S01A;S01AX
S01AX21;GATIFLOXACINO;GATIFLOXACINO;S;S01;S01A;S01AX
S01AX22;MOXIFLOXACINO;MOXIFLOXACINO;S;S01;S01A;S01AX
S01AX23;BESIFLOXACINO;BESIFLOXACINO;S;S01;S01A;S01AX
S01B;ANTIINFLAMATORIOS (OFTALMICOS);ANTIINFLAMATORIOS (OFTALMICOS);S;S01;S01B;
S01BA;CORTICOSTEROIDES SOLOS (OFTALMICOS);CORTICOSTEROIDES SOLOS (OFTALMICOS);S;S01;S01B;S01BA
S01BA01;DEXAMETASONA;DEXAMETASONA;S;S01;S01B;S01BA
S01BA02;HIDROCORTISONA;HIDROCORTISONA;S;S01;S01B;S01BA
S01BA03;CORTISONA;CORTISONA;S;S01;S01B;S01BA
S01BA04;PREDNISOLONA;PREDNISOLONA;S;S01;S01B;S01BA
S01BA05;TRIAMCINOLONA;TRIAMCINOLONA;S;S01;S01B;S01BA
S01BA06;BETAMETASONA;BETAMETASONA;S;S01;S01B;S01BA
S01BA07;FLUOROMETOLONA;FLUOROMETOLONA;S;S01;S01B;S01BA
S01BA08;MEDRISONA;MEDRISONA;S;S01;S01B;S01BA
S01BA09;CLOBETASONA;CLOBETASONA;S;S01;S01B;S01BA
S01BA13;RIMEXOLONA;RIMEXOLONA;S;S01;S01B;S01BA
S01BA14;LOTEPREDNOL;LOTEPREDNOL;S;S01;S01B;S01BA
S01BA15;Fluocinolona acet�nido;Fluocinolona acet�nido;S;S01;S01B;S01BA
S01BA91;HIDROCORTISONA+PREDNISONA;HIDROCORTISONA+PREDNISONA;S;S01;S01B;S01BA
S01BANE;CORTICOSTEROIDES SOLOS (OFTALMICOS) NE;CORTICOSTEROIDES SOLOS (OFTALMICOS) NE;S;S01;S01B;S01BA
S01BB;CORTICOSTEROIDES Y MIDRIATICOS EN ASOCIACION;CORTICOSTEROIDES Y MIDRIATICOS EN ASOCIACION;S;S01;S01B;S01BB
S01BB01;HIDROCORTISONA ASOC. A MIDRIATICO;HIDROCORTISONA ASOC. A MIDRIATICO;S;S01;S01B;S01BB
S01BB02;PREDNISOLONA ASOC. A MIDRIATICO;PREDNISOLONA ASOC. A MIDRIATICO;S;S01;S01B;S01BB
S01BB03;FLUOROMETOLONA ASOC. A MIDRIATICO;FLUOROMETOLONA ASOC. A MIDRIATICO;S;S01;S01B;S01BB
S01BB91;DEXAMETASONA ASOC. A MIDRIATICO;DEXAMETASONA ASOC. A MIDRIATICO;S;S01;S01B;S01BB
S01BB93;MEDROXIPROGESTERONA ASOC. A MIDRIATICO;MEDROXIPROGESTERONA ASOC. A MIDRIATICO;S;S01;S01B;S01BB
S01BC;ANTIINFLAMATORIOS NO ESTEROIDEOS (OFTALMICOS);ANTIINFLAMATORIOS NO ESTEROIDEOS (OFTALMICOS);S;S01;S01B;S01BC
S01BC01;INDOMETACINA;INDOMETACINA;S;S01;S01B;S01BC
S01BC03;DICLOFENACO;DICLOFENACO;S;S01;S01B;S01BC
S01BC04;FLURBIPROFENO;FLURBIPROFENO;S;S01;S01B;S01BC
S01BC05;KETOROLAC;KETOROLAC;S;S01;S01B;S01BC
S01BC09;PRANOPROFENO;PRANOPROFENO;S;S01;S01B;S01BC
S01BC10;NEPAFENAC;NEPAFENAC;S;S01;S01B;S01BC
S01BC11;BROMFENACO;BROMFENACO;S;S01;S01B;S01BC
S01BZ;OTRAS ASOCIACIONES DE DEXAMETASONA;OTRAS ASOCIACIONES DE DEXAMETASONA;S;S01;S01B;S01BZ
S01BZ91;OTRAS ASOCIACIONES DE DEXAMETASONA;OTRAS ASOCIACIONES DE DEXAMETASONA;S;S01;S01B;S01BZ
S01C;ANTIINFLAMATORIOS ASOC. A ANTIINFECCIOSOS (OFTALM);ANTIINFLAMATORIOS ASOC. A ANTIINFECCIOSOS (OFTALM);S;S01;S01C;
S01CA;CORTICOSTEROIDES ASOC. A ANTIINFECCIOSOS (OFTALM);CORTICOSTEROIDES ASOC. A ANTIINFECCIOSOS (OFTALM);S;S01;S01C;S01CA
S01CA01;DEXAMETASONA ASOC. A ANTIINFECCIOSOS;DEXAMETASONA ASOC. A ANTIINFECCIOSOS;S;S01;S01C;S01CA
S01CA02;PREDNISOLONA ASOC.A ANTIINFECCIOSOS;PREDNISOLONA ASOC.A ANTIINFECCIOSOS;S;S01;S01C;S01CA
S01CA03;HIDROCORTISONA ASOC. A ANTIINFECCIOSOS;HIDROCORTISONA ASOC. A ANTIINFECCIOSOS;S;S01;S01C;S01CA
S01CA05;BETAMETASONA ASOC. A ANTIINFECCIOSOS;BETAMETASONA ASOC. A ANTIINFECCIOSOS;S;S01;S01C;S01CA
S01CA06;FLUDROCORTISONA ASOC. A ANTIINFECCIOSOS;FLUDROCORTISONA ASOC. A ANTIINFECCIOSOS;S;S01;S01C;S01CA
S01CA07;FLUOROMETOLONA ASOC. A ANTIINFECCIOSOS;FLUOROMETOLONA ASOC. A ANTIINFECCIOSOS;S;S01;S01C;S01CA
S01CA10;FLUOCINOLONA ASOC. A ANTIINFECCIOSOS;FLUOCINOLONA ASOC. A ANTIINFECCIOSOS;S;S01;S01C;S01CA
S01CA91;CORTISONA ASOC. A ANTIINFECCIOSOS;CORTISONA ASOC. A ANTIINFECCIOSOS;S;S01;S01C;S01CA
S01CA92;MEDRISONA ASOC. A ANTIINFECCIOSOS;MEDRISONA ASOC. A ANTIINFECCIOSOS;S;S01;S01C;S01CA
S01CA93;MEDROXIPROGESTERONA ASOC. A ANTIINFECCIOSOS;MEDROXIPROGESTERONA ASOC. A ANTIINFECCIOSOS;S;S01;S01C;S01CA
S01CA94;PREDNISONA ASOC. A ANTIINFECCIOSOS;PREDNISONA ASOC. A ANTIINFECCIOSOS;S;S01;S01C;S01CA
S01CANE;CORTICOSTEROIDES ASOC. A ANTIINFECCIOSOS (OFTALM) NE;CORTICOSTEROIDES ASOC. A ANTIINFECCIOSOS (OFTALM) NE;S;S01;S01C;S01CA
S01CB;CORTICOST. ASOC. A ANTIINFEC.Y SIMPATICOM.(OFTALM);CORTICOST. ASOC. A ANTIINFEC.Y SIMPATICOM.(OFTALM);S;S01;S01C;S01CB
S01CB03;HIDROCORTISONA;HIDROCORTISONA;S;S01;S01C;S01CB
S01CB91;MEDROXIPROGESTERONA ASOC. A ANTIINFECCIOSOS Y MIDRIATICOS;MEDROXIPROGESTERONA ASOC. A ANTIINFECCIOSOS Y MIDRIATICOS;S;S01;S01C;S01CB
S01CC;ANTIINFLAMATORIOS NO ESTEROIDEOS ASOCIADOS A ANTIINFECCIOSOS;ANTIINFLAMATORIOS NO ESTEROIDEOS ASOCIADOS A ANTIINFECCIOSOS;S;S01;S01C;S01CC
S01CC01;DICLOFENACO ASOC. A ANTIINFECCIOSOS;DICLOFENACO ASOC. A ANTIINFECCIOSOS;S;S01;S01C;S01CC
S01E;PREPARADOS ANTIGLAUCOMA Y MIOTICOS;PREPARADOS ANTIGLAUCOMA Y MIOTICOS;S;S01;S01E;
S01EA;SIMPATICOMIMETICOS EN TERAPIA DEL GLAUCOMA;SIMPATICOMIMETICOS EN TERAPIA DEL GLAUCOMA;S;S01;S01E;S01EA
S01EA01;EPINEFRINA;EPINEFRINA;S;S01;S01E;S01EA
S01EA02;DIPIVEFRINA;DIPIVEFRINA;S;S01;S01E;S01EA
S01EA03;APRACLONIDINA;APRACLONIDINA;S;S01;S01E;S01EA
S01EA04;CLONIDINA;CLONIDINA;S;S01;S01E;S01EA
S01EA05;BRIMONIDINA;BRIMONIDINA;S;S01;S01E;S01EA
S01EA51;EPINEFRINA EN ASOCIACION;EPINEFRINA EN ASOCIACION;S;S01;S01E;S01EA
S01EB;PARASIMPATICOMIMETICOS EN TERAPIA DEL GLAUCOMA;PARASIMPATICOMIMETICOS EN TERAPIA DEL GLAUCOMA;S;S01;S01E;S01EB
S01EB01;PILOCARPINA;PILOCARPINA;S;S01;S01E;S01EB
S01EB08;ACECLIDINA;ACECLIDINA;S;S01;S01E;S01EB
S01EB09;ACETILCOLINA;ACETILCOLINA;S;S01;S01E;S01EB
S01EB51;PILOCARPINA EN ASOCIACION;PILOCARPINA EN ASOCIACION;S;S01;S01E;S01EB
S01EC;INHIBIDORES DE LA ANHIDRASA CARBONICA (ANTIGLAUCOM;INHIBIDORES DE LA ANHIDRASA CARBONICA (ANTIGLAUCOM;S;S01;S01E;S01EC
S01EC01;ACETAZOLAMIDA;ACETAZOLAMIDA;S;S01;S01E;S01EC
S01EC02;DICLOFENAMIDA;DICLOFENAMIDA;S;S01;S01E;S01EC
S01EC03;DORZOLAMIDA;DORZOLAMIDA;S;S01;S01E;S01EC
S01EC04;BRINZOLAMIDA;BRINZOLAMIDA;S;S01;S01E;S01EC
S01EC05;METAZOLAMIDA;METAZOLAMIDA;S;S01;S01E;S01EC
S01EC54;Brinzolamida, combinaciones;Brinzolamida, combinaciones;S;S01;S01E;S01EC
S01ED;BETABLOQUEANTES (ANTIGLAUCOMA);BETABLOQUEANTES (ANTIGLAUCOMA);S;S01;S01E;S01ED
S01ED01;TIMOLOL;TIMOLOL;S;S01;S01E;S01ED
S01ED02;BETAXOLOL;BETAXOLOL;S;S01;S01E;S01ED
S01ED03;LEVOBUNOLOL;LEVOBUNOLOL;S;S01;S01E;S01ED
S01ED04;METIPRANOLOL;METIPRANOLOL;S;S01;S01E;S01ED
S01ED05;CARTEOLOL;CARTEOLOL;S;S01;S01E;S01ED
S01ED51;TIMOLOL EN ASOCIACION;TIMOLOL EN ASOCIACION;S;S01;S01E;S01ED
S01EE;ANALOGOS DE PROSTAGLANDINAS (ANIGLAUCOMATOSOS);ANALOGOS DE PROSTAGLANDINAS (ANIGLAUCOMATOSOS);S;S01;S01E;S01EE
S01EE01;LATANOPROST;LATANOPROST;S;S01;S01E;S01EE
S01EE02;UNOPROSTONA;UNOPROSTONA;S;S01;S01E;S01EE
S01EE03;BIMATOPROST;BIMATOPROST;S;S01;S01E;S01EE
S01EE04;TRAVOPROST;TRAVOPROST;S;S01;S01E;S01EE
S01EE05;TAFLUPROST;TAFLUPROST;S;S01;S01E;S01EE
S01EX;OTROS PREPARADOS ANTIGLAUCOMA;OTROS PREPARADOS ANTIGLAUCOMA;S;S01;S01E;S01EX
S01EX91;GLICEROL;GLICEROL;S;S01;S01E;S01EX
S01F;MIDRIATICOS Y CICLOPLEJICOS;MIDRIATICOS Y CICLOPLEJICOS;S;S01;S01F;
S01FA;ANTICOLINERGICOS (MIDRIATICOS);ANTICOLINERGICOS (MIDRIATICOS);S;S01;S01F;S01FA
S01FA01;ATROPINA;ATROPINA;S;S01;S01F;S01FA
S01FA02;ESCOPOLAMINA;ESCOPOLAMINA;S;S01;S01F;S01FA
S01FA04;CICLOPENTOLATO;CICLOPENTOLATO;S;S01;S01F;S01FA
S01FA05;HOMATROPINA;HOMATROPINA;S;S01;S01F;S01FA
S01FA06;TROPICAMIDA;TROPICAMIDA;S;S01;S01F;S01FA
S01FA51;ATROPINA EN ASOCIACION;ATROPINA EN ASOCIACION;S;S01;S01F;S01FA
S01FA56;TROPICAMIDA EN ASOCIACION;TROPICAMIDA EN ASOCIACION;S;S01;S01F;S01FA
S01FB;SIMPATICOMIMETICOS EXCL.ANTIGLAUCOMA (MIDRIATICOS);SIMPATICOMIMETICOS EXCL.ANTIGLAUCOMA (MIDRIATICOS);S;S01;S01F;S01FB
S01FB01;FENILEFRINA;FENILEFRINA;S;S01;S01F;S01FB
S01FB51;FENILEFRINA EN ASOCIACION;FENILEFRINA EN ASOCIACION;S;S01;S01F;S01FB
S01G;DESCONGESTIONANTES Y ANTIALERGICOS (OFTALMICOS);DESCONGESTIONANTES Y ANTIALERGICOS (OFTALMICOS);S;S01;S01G;
S01GA;SIMPATICOMIMETICOS (DESCONGESTIONANTES OFTALMICOS);SIMPATICOMIMETICOS (DESCONGESTIONANTES OFTALMICOS);S;S01;S01G;S01GA
S01GA01;NAFAZOLINA;NAFAZOLINA;S;S01;S01G;S01GA
S01GA02;TETRIZOLINA;TETRIZOLINA;S;S01;S01G;S01GA
S01GA04;OXIMETAZOLINA;OXIMETAZOLINA;S;S01;S01G;S01GA
S01GA05;FENILEFRINA;FENILEFRINA;S;S01;S01G;S01GA
S01GA51;NAFAZOLINA EN ASOCIACION;NAFAZOLINA EN ASOCIACION;S;S01;S01G;S01GA
S01GA52;TETRIZOLINA EN ASOCIACION;TETRIZOLINA EN ASOCIACION;S;S01;S01G;S01GA
S01GA55;FENILEFRINA EN ASOCIACION;FENILEFRINA EN ASOCIACION;S;S01;S01G;S01GA
S01GX;OTROS ANTIALERGICOS (OFTALMICOS);OTROS ANTIALERGICOS (OFTALMICOS);S;S01;S01G;S01GX
S01GX01;CROMOGLICICO ACIDO;CROMOGLICICO ACIDO;S;S01;S01G;S01GX
S01GX02;LEVOCABASTINA;LEVOCABASTINA;S;S01;S01G;S01GX
S01GX03;ESPAGLUMICO ACIDO;ESPAGLUMICO ACIDO;S;S01;S01G;S01GX
S01GX04;NEDOCROMILO;NEDOCROMILO;S;S01;S01G;S01GX
S01GX05;LODOXAMIDA;LODOXAMIDA;S;S01;S01G;S01GX
S01GX06;EMEDASTINA;EMEDASTINA;S;S01;S01G;S01GX
S01GX07;AZELASTINA;AZELASTINA;S;S01;S01G;S01GX
S01GX08;KETOTIFENO;KETOTIFENO;S;S01;S01G;S01GX
S01GX09;OLOPATADINA;OLOPATADINA;S;S01;S01G;S01GX
S01GX10;EPINASTINA;EPINASTINA;S;S01;S01G;S01GX
S01GX51;CROMOGLICICO ACIDO EN ASOCIACION;CROMOGLICICO ACIDO EN ASOCIACION;S;S01;S01G;S01GX
S01GX91;CLORFENAMINA;CLORFENAMINA;S;S01;S01G;S01GX
S01H;ANESTESICOS LOCALES (OFTALMICOS);ANESTESICOS LOCALES (OFTALMICOS);S;S01;S01H;
S01HA;ANESTESICOS LOCALES (OFTALMICOS);ANESTESICOS LOCALES (OFTALMICOS);S;S01;S01H;S01HA
S01HA02;OXIBUPROCAINA;OXIBUPROCAINA;S;S01;S01H;S01HA
S01HA03;TETRACAINA;TETRACAINA;S;S01;S01H;S01HA
S01HA05;PROCAINA;PROCAINA;S;S01;S01H;S01HA
S01HA30;ANESTESICOS LOCALES EN ASOCIACION;ANESTESICOS LOCALES EN ASOCIACION;S;S01;S01H;S01HA
S01J;AGENTES DE DIAGNOSTICO (OFTALMICOS);AGENTES DE DIAGNOSTICO (OFTALMICOS);S;S01;S01J;
S01JA;COLOREANTES (OFTALMICOS);COLOREANTES (OFTALMICOS);S;S01;S01J;S01JA
S01JA01;FLUORESCEINA;FLUORESCEINA;S;S01;S01J;S01JA
S01JA51;FLUORESCEINA EN ASOCIACION;FLUORESCEINA EN ASOCIACION;S;S01;S01J;S01JA
S01JA91;AZUL PATENTE;AZUL PATENTE;S;S01;S01J;S01JA
S01K;COADYUVANTES EN CIRUGIA (OFTALMICOS);COADYUVANTES EN CIRUGIA (OFTALMICOS);S;S01;S01K;
S01KA;SUSTANCIAS VISCOELASTICAS;SUSTANCIAS VISCOELASTICAS;S;S01;S01K;S01KA
S01KA01;HIALURONICO ACIDO;HIALURONICO ACIDO;S;S01;S01K;S01KA
S01KA02;HIPROMELOSA;HIPROMELOSA;S;S01;S01K;S01KA
S01KA51;HIALURONICO ACIDO EN ASOCIACION;HIALURONICO ACIDO EN ASOCIACION;S;S01;S01K;S01KA
S01KA91;CARMELOSA (CARBOXIMETILCELULOSA);CARMELOSA (CARBOXIMETILCELULOSA);S;S01;S01K;S01KA
S01KA92;SOLUCION SALINA PARA CIRUGIA OCULAR;SOLUCION SALINA PARA CIRUGIA OCULAR;S;S01;S01K;S01KA
S01KX;OTROS COADYUVANTES EN CIRUGIA (OFTALMICOS);OTROS COADYUVANTES EN CIRUGIA (OFTALMICOS);S;S01;S01K;S01KX
S01KX01;QUIMOTRIPSINA;QUIMOTRIPSINA;S;S01;S01K;S01KX
S01L;MEDICAMENTOS CONTRA DESORDENES VASCULARFES OCULARES;MEDICAMENTOS CONTRA DESORDENES VASCULARFES OCULARES;S;S01;S01L;
S01LA;MEDICAMENTOS ANTINEOVASCULARIZACION (DESORDENES OCULARES);MEDICAMENTOS ANTINEOVASCULARIZACION (DESORDENES OCULARES);S;S01;S01L;S01LA
S01LA01;VERTEPORFIN;VERTEPORFIN;S;S01;S01L;S01LA
S01LA02;ANECORTAVE;ANECORTAVE;S;S01;S01L;S01LA
S01LA03;PEGAPTANIB;PEGAPTANIB;S;S01;S01L;S01LA
S01LA04;RANIBIZUMAB;RANIBIZUMAB;S;S01;S01L;S01LA
S01LA05;Aflibercept;Aflibercept;S;S01;S01L;S01LA
S01X;OTROS OFTALMOLOGICOS;OTROS OFTALMOLOGICOS;S;S01;S01X;
S01XA;OTROS OFTALMOLOGICOS;OTROS OFTALMOLOGICOS;S;S01;S01X;S01XA
S01XA02;RETINOL;RETINOL;S;S01;S01X;S01XA
S01XA03;SODIO CLORURO HIPERTONICO;SODIO CLORURO HIPERTONICO;S;S01;S01X;S01XA
S01XA05;EDETATO DISODICO;EDETATO DISODICO;S;S01;S01X;S01XA
S01XA11;NANDROLONA;NANDROLONA;S;S01;S01X;S01XA
S01XA13;ALTEPLASA;ALTEPLASA;S;S01;S01X;S01XA
S01XA14;HEPARINA SODICA;HEPARINA SODICA;S;S01;S01X;S01XA
S01XA18;CICLOSPORINA;CICLOSPORINA;S;S01;S01X;S01XA
S01XA19;Celulas madre limbares, autologas;Celulas madre limbares, autologas;S;S01;S01X;S01XA
S01XA20;LAGRIMAS ARTIFICIALES Y OTROS PREPARADOS INDIFERENTES;LAGRIMAS ARTIFICIALES Y OTROS PREPARADOS INDIFERENTES;S;S01;S01X;S01XA
S01XA21; Mercaptamina; Mercaptamina;S;S01;S01X;S01XA
S01XA22;Ocriplasmina;Ocriplasmina;S;S01;S01X;S01XA
S01XA24; Cenegermina; Cenegermina;S;S01;S01X;S01XA
S01XA52;RETINOL EN ASOCIACION;RETINOL EN ASOCIACION;S;S01;S01X;S01XA
S01XA53;SODIO CLORURO HIPERTONICO EN ASOCIACION;SODIO CLORURO HIPERTONICO EN ASOCIACION;S;S01;S01X;S01XA
S01XA54;POTASIO IODURO EN ASOCIACION;POTASIO IODURO EN ASOCIACION;S;S01;S01X;S01XA
S01XA86;MITOMICINA;MITOMICINA;S;S01;S01X;S01XA
S01XA87;CIANOCOBALAMINA;CIANOCOBALAMINA;S;S01;S01X;S01XA
S01XA88;KERACIANINA;KERACIANINA;S;S01;S01X;S01XA
S01XA89;CICLOSPORINA;CICLOSPORINA;S;S01;S01X;S01XA
S01XA90;BORICO ACIDO EN ASOCIACION;BORICO ACIDO EN ASOCIACION;S;S01;S01X;S01XA
S01XA91;PIRENOXINA;PIRENOXINA;S;S01;S01X;S01XA
S01XA92;CENTELLA ASIATICA EXTO;CENTELLA ASIATICA EXTO;S;S01;S01X;S01XA
S01XA93;ELEDOISINA;ELEDOISINA;S;S01;S01X;S01XA
S01XA94;LANOLINA;LANOLINA;S;S01;S01X;S01XA
S01XA95;CROMOCARBO;CROMOCARBO;S;S01;S01X;S01XA
S01XA96;VASELINA OFTALMICA;VASELINA OFTALMICA;S;S01;S01X;S01XA
S01XA97;METILHIDROXIQUINOLINIO;METILHIDROXIQUINOLINIO;S;S01;S01X;S01XA
S01XA99;ADENOSINA EN ASOCIACION;ADENOSINA EN ASOCIACION;S;S01;S01X;S01XA
S01XANE;OTROS OFTALMOLOGICOS NE;OTROS OFTALMOLOGICOS NE;S;S01;S01X;S01XA
S02;OTOLOGICOS;OTOLOGICOS;S;S02;;
S02A;ANTIINFECCIOSOS (OTOLOGICOS);ANTIINFECCIOSOS (OTOLOGICOS);S;S02;S02A;
S02AA;ANTIINFECCIOSOS (OTOLOGICOS);ANTIINFECCIOSOS (OTOLOGICOS);S;S02;S02A;S02AA
S02AA01;CLORAMFENICOL;CLORAMFENICOL;S;S02;S02A;S02AA
S02AA05;CLIOQUINOL;CLIOQUINOL;S;S02;S02A;S02AA
S02AA07;NEOMICINA;NEOMICINA;S;S02;S02A;S02AA
S02AA08;TETRACICLINA;TETRACICLINA;S;S02;S02A;S02AA
S02AA11;POLIMIXINA B;POLIMIXINA B;S;S02;S02A;S02AA
S02AA14;GENTAMICINA;GENTAMICINA;S;S02;S02A;S02AA
S02AA15;CIPROFLOXACINA;CIPROFLOXACINA;S;S02;S02A;S02AA
S02AA16;OFLOXACINA;OFLOXACINA;S;S02;S02A;S02AA
S02AA30;ANTIINFECCIOSOS EN ASOCIACION;ANTIINFECCIOSOS EN ASOCIACION;S;S02;S02A;S02AA
S02B;CORTICOSTERODIES (OTOLOGICOS);CORTICOSTERODIES (OTOLOGICOS);S;S02;S02B;
S02BA;CORTICOSTERODIES (OTOLOGICOS);CORTICOSTERODIES (OTOLOGICOS);S;S02;S02B;S02BA
S02BA01;HIDROCORTISONA;HIDROCORTISONA;S;S02;S02B;S02BA
S02BA03;PREDNISOLONA;PREDNISOLONA;S;S02;S02B;S02BA
